################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -3.0196455341362832E-01 a         1     0     1     1     1
  2.4149947591681586E+00 a         2     0     1     1     2
  5.0806650219055582E-01 a         3     0     1     1     3
  2.9477731752107339E-01 a         4     0     1     1     4
 -6.2324309984207626E-01 a         5     0     1     1     5
 -5.6556800734647539E-01 a         6     0     1     1     6
  1.2709374000804419E+00 a         7     0     1     1     7
  5.8110207931984359E-01 a         8     0     1     1     8
  2.1131308473966799E+00 a         9     0     1     1     9
 -1.8434270971343962E+00 a        10     0     1     1    10
 -4.6497117672438804E-01 a        11     0     1     1    11
 -1.9441403675029441E+00 a        12     0     1     1    12
  1.2848335613943946E+00 a        13     0     1     1    13
 -1.5050190055235741E+00 a        14     0     1     1    14
  9.3628836611688948E-01 a        15     0     1     1    15
 -2.1654299554092957E-01 a        16     0     1     1    16
 -3.9264422458855135E+00 a        17     0     1     1    17
 -3.5176629563604633E-01 a        18     0     1     1    18
 -1.3974714241886359E+00 a        19     0     1     1    19
  1.2593772767037339E+00 a        20     0     1     1    20
  2.4013933473329852E-01 a        21     0     2     1     1
 -1.1507455272971912E-01 a        22     0     2     1     2
  3.1832971771339375E-01 a        23     0     2     1     3
  1.8581037127827471E-01 a        24     0     2     1     4
  3.2406583700577068E-01 a        25     0     2     1     5
 -3.8404798462059209E-01 a        26     0     2     1     6
  3.2371625633058693E-01 a        27     0     2     1     7
  6.7321810935394966E-02 a        28     0     2     1     8
  7.9389260049375372E-03 a        29     0     2     1     9
  2.5185578518637203E-02 a        30     0     2     1    10
 -1.0266210727742259E-01 a        31     0     2     1    11
 -6.1634418473592389E-01 a        32     0     2     1    12
  3.4803755729850794E-01 a        33     0     2     1    13
  1.2209262574618199E-02 a        34     0     2     1    14
  4.1548278633608776E-01 a        35     0     2     1    15
  1.4834966826642421E-01 a        36     0     2     1    16
  5.4657669394513198E-01 a        37     0     2     1    17
 -4.6066274357004007E-02 a        38     0     2     1    18
  3.9384599031202205E-01 a        39     0     2     1    19
 -2.9977713106416914E-01 a        40     0     2     1    20
 -5.2597220582943083E-01 a        41     0     3     1     1
 -3.3097487765695682E-01 a        42     0     3     1     2
  9.0715969125319346E-02 a        43     0     3     1     3
  2.1941721037094070E-01 a        44     0     3     1     4
 -5.8370447670121539E-01 a        45     0     3     1     5
  7.0596526974997353E-01 a        46     0     3     1     6
  3.3140927835451423E-01 a        47     0     3     1     7
  3.1703946162882751E-01 a        48     0     3     1     8
  1.1145957171863644E-01 a        49     0     3     1     9
 -8.4001802495148092E-01 a        50     0     3     1    10
 -7.1128519904710719E-01 a        51     0     3     1    11
  2.9716870221537417E-01 a        52     0     3     1    12
 -3.5082025952432611E-01 a        53     0     3     1    13
  6.7221712319355142E-01 a        54     0     3     1    14
 -1.7389270376306382E-01 a        55     0     3     1    15
 -4.1428901202109752E-01 a        56     0     3     1    16
  5.9222802003476804E-01 a        57     0     3     1    17
  6.0347760354482949E-01 a        58     0     3     1    18
  5.9340304387680698E-01 a        59     0     3     1    19
  8.6947596817467865E-01 a        60     0     3     1    20
 -1.6663904628593046E-01 a        61     0     4     1     1
 -3.2255818418470611E-01 a        62     0     4     1     2
  2.6542873160986413E-01 a        63     0     4     1     3
  9.1855484861802617E-02 a        64     0     4     1     4
  3.1419442556086186E-01 a        65     0     4     1     5
 -1.0604155445573218E-01 a        66     0     4     1     6
  3.7492635370176736E-01 a        67     0     4     1     7
  2.5760017705681263E-02 a        68     0     4     1     8
  1.9168416723959084E-01 a        69     0     4     1     9
  2.2143446525419858E-01 a        70     0     4     1    10
  9.0916694626936060E-04 a        71     0     4     1    11
 -5.7896641677514515E-01 a        72     0     4     1    12
  2.0169807661742092E-01 a        73     0     4     1    13
  6.6046220300647385E-02 a        74     0     4     1    14
  1.4297342415038825E-01 a        75     0     4     1    15
 -2.9982372736014954E-02 a        76     0     4     1    16
  8.8062321771304009E-01 a        77     0     4     1    17
  2.4900001356691739E-01 a        78     0     4     1    18
  2.8502454949294898E-01 a        79     0     4     1    19
 -5.6560642228611946E-01 a        80     0     4     1    20
 -5.7047676137807557E-01 a        81     0     5     1     1
  4.8053073756033904E-01 a        82     0     5     1     2
  1.1085675080924999E-01 a        83     0     5     1     3
 -7.5453285835587491E-01 a        84     0     5     1     4
 -1.3235576164350396E+00 a        85     0     5     1     5
 -3.1710669746245723E-01 a        86     0     5     1     6
 -2.6759191828633749E-01 a        87     0     5     1     7
  8.1139078134675879E-01 a        88     0     5     1     8
  7.0306598655941732E-01 a        89     0     5     1     9
 -1.0511455154740115E+00 a        90     0     5     1    10
  2.7561781638355282E-01 a        91     0     5     1    11
  4.7948220413775833E-02 a        92     0     5     1    12
  6.3013173453944760E-01 a        93     0     5     1    13
  1.1978614555738825E+00 a        94     0     5     1    14
 -1.6542328248455637E-02 a        95     0     5     1    15
  9.2052598028055277E-01 a        96     0     5     1    16
  8.0879498230753022E-01 a        97     0     5     1    17
 -2.0236097624374702E-01 a        98     0     5     1    18
