# P[GPa] T[K] lx[A] ly[A] lz[A]
100 1000 1.61505277e+01 -nan 1.61520240e+01 -nan 1.61508032e+01 -nan
125 1000 1.58457923e+01 2.74635731e-03 1.58454580e+01 2.91963881e-03 1.58492774e+01 2.50497484e-03
150 1000 1.56188870e+01 6.19192192e-03 1.56178434e+01 7.93746032e-03 1.56103181e+01 6.54242452e-03
200 1000 1.52511687e+01 1.61373966e-02 1.52581385e+01 1.37961964e-02 1.52589579e+01 1.72672993e-02
20 1000 1.89495868e+01 4.20012487e-02 1.89650341e+01 4.02227411e-02 1.88407010e+01 4.39668442e-02
300 1000 1.41139115e+01 3.99296885e-02 1.60636965e+01 4.94368800e-02 1.39480497e+01 8.94319726e-03
30 1000 1.80942157e+01 1.79986150e-02 1.81021542e+01 1.55213079e-02 1.80852262e+01 1.84612907e-02
400 1000 1.52923542e+01 -nan 1.42080690e+01 -nan 1.32844910e+01 -nan
500 1000 1.38620064e+01 -nan 1.27435388e+01 -nan 1.52036549e+01 -nan
50 1000 1.71192866e+01 1.76322478e-03 1.71220411e+01 2.27371174e-03 1.71229906e+01 2.05003756e-03
600 1000 1.35567888e+01 -nan 1.22961609e+01 -nan 1.51550330e+01 -nan
700 1000 1.33021759e+01 -nan 1.19572480e+01 7.07841670e-04 1.50535991e+01 -nan
70 1000 1.66562680e+01 -nan 1.66592094e+01 -nan 1.66597018e+01 -nan
800 1000 1.30874683e+01 -nan 1.17054691e+01 8.87140503e-04 1.48978019e+01 -nan
100 100 1.59952876e+01 -nan 1.59968049e+01 -nan 1.59962912e+01 1.22003456e-04
10 100 1.90594006e+01 2.76598621e-03 1.91646842e+01 5.23321856e-03 1.90719092e+01 3.25684258e-03
125 100 1.57322562e+01 5.13766753e-04 1.57282954e+01 9.61010731e-04 1.57308691e+01 5.92197502e-04
150 100 1.55153582e+01 1.92294078e-03 1.55389305e+01 2.75054382e-03 1.55260033e+01 1.51992505e-03
15 100 1.82128505e+01 2.95474493e-03 1.81568246e+01 1.52511633e-03 1.80975364e+01 1.47277337e-03
200 100 1.41447878e+01 1.65980128e-03 1.57306341e+01 7.63834706e-04 1.57326095e+01 8.84561651e-04
20 100 1.79648154e+01 1.54501730e-03 1.79200722e+01 1.28016793e-03 1.78793490e+01 1.65375290e-03
25 100 1.77524301e+01 1.44430337e-03 1.76379851e+01 2.64498636e-03 1.77734242e+01 3.39460769e-03
300 100 1.37861716e+01 1.56114065e-03 1.38012171e+01 2.08555352e-03 1.64552719e+01 3.25528269e-03
30 100 1.75962346e+01 2.51117532e-03 1.75673646e+01 1.06477075e-03 1.75222859e+01 -nan
35 100 1.74337812e+01 -nan 1.74256979e+01 -nan 1.74203034e+01 3.78876550e-04
400 100 1.41942807e+01 2.96965294e-04 1.31522258e+01 7.40619155e-04 1.53812460e+01 7.37979267e-04
40 100 1.73047504e+01 4.38433250e-04 1.72841302e+01 1.53744070e-04 1.73235669e+01 2.35950754e-04
500 100 1.38433302e+01 2.60463715e-04 1.25885103e+01 4.59086111e-04 1.53509301e+01 6.61281374e-04
50 100 1.70778771e+01 -nan 1.70664427e+01 2.56619524e-04 1.70891849e+01 1.12931513e-04
5 100 1.94334616e+01 7.46934051e-03 1.96520071e+01 4.39798877e-03 1.98465534e+01 5.75800511e-03
600 100 1.35259304e+01 3.72259925e-04 1.21032063e+01 4.71350389e-04 1.53497279e+01 5.72522277e-04
700 100 1.32728668e+01 2.64084740e-05 1.18119331e+01 1.52768846e-04 1.52040223e+01 3.30389053e-04
70 100 1.66051554e+01 6.54064652e-04 1.66066193e+01 6.84276164e-04 1.66049421e+01 6.77638695e-04
800 100 1.30689626e+01 -nan 1.16128346e+01 2.06845336e-04 1.49237420e+01 1.02309990e-03
100 1250 1.61892738e+01 1.49930910e-03 1.61883129e+01 1.59911992e-03 1.61895212e+01 1.55208427e-03
125 1250 1.58792526e+01 4.81101961e-03 1.58790292e+01 5.00579654e-03 1.58805710e+01 2.65107568e-03
150 1250 1.56420685e+01 8.49247008e-03 1.56401699e+01 7.35075718e-03 1.56389671e+01 6.70089113e-03
200 1250 1.52761346e+01 1.61918566e-02 1.52750765e+01 1.47488273e-02 1.52732833e+01 1.29399971e-02
20 1250 1.96216012e+01 7.98526853e-02 1.88424310e+01 7.48516281e-02 1.89751142e+01 4.94648600e-02
300 1250 1.40252316e+01 1.15676765e-02 1.41123403e+01 4.66243166e-02 1.60239835e+01 5.55883421e-02
30 1250 1.84629529e+01 4.55450015e-02 1.84052264e+01 5.37105052e-02 1.83313808e+01 4.96368156e-02
400 1250 1.42185423e+01 -nan 1.52748221e+01 3.11595842e-03 1.33136269e+01 8.85553219e-04
500 1250 1.38637438e+01 -nan 1.27611217e+01 -nan 1.51997845e+01 -nan
50 1250 1.72058874e+01 7.81012369e-03 1.71953411e+01 6.73865845e-03 1.71965668e+01 7.02688190e-03
600 1250 1.35649357e+01 -nan 1.23196408e+01 -nan 1.51344055e+01 -nan
700 1250 1.33098952e+01 -nan 1.19809527e+01 -nan 1.50299392e+01 7.67270827e-04
70 1250 1.66974869e+01 2.49529977e-03 1.67029966e+01 2.06636887e-03 1.67005416e+01 2.39695316e-03
800 1250 1.17302196e+01 6.26144473e-04 1.30895366e+01 -nan 1.48704831e+01 1.35269079e-03
100 1375 1.62079054e+01 2.67189037e-03 1.62089115e+01 2.84163482e-03 1.62097370e+01 3.39291718e-03
