# P[GPa] T[K] lx[A] ly[A] lz[A]
100 1000 1.87909523e+01 -nan 1.68400380e+01 -nan 1.56603332e+01 -nan
110 1000 1.87220706e+01 -nan 1.67783077e+01 -nan 1.56029274e+01 -nan
125 1000 1.85102999e+01 -nan 1.65885235e+01 -nan 1.54264382e+01 -nan
150 1000 1.82132789e+01 4.37587526e-04 1.63223398e+01 3.92156382e-04 1.51789017e+01 3.64684387e-04
175 1000 1.79918330e+01 2.70897562e-03 1.61238849e+01 2.42772533e-03 1.49943492e+01 2.25765496e-03
200 1000 1.77752549e+01 6.44367149e-03 1.59297923e+01 5.77467744e-03 1.48138535e+01 5.37013979e-03
20 1000 2.20753500e+01 2.09833974e-03 1.97834429e+01 1.88048567e-03 1.83975421e+01 1.74875011e-03
225 1000 1.75448842e+01 1.27185144e-03 1.57233391e+01 1.13980527e-03 1.46218631e+01 1.05995816e-03
250 1000 1.73583068e+01 4.19863580e-04 1.55561326e+01 3.76272160e-04 1.44663700e+01 3.49913276e-04
275 1000 1.71974252e+01 5.95196188e-04 1.54119540e+01 5.33401563e-04 1.43322917e+01 4.96034547e-04
300 1000 1.70511797e+01 4.80148150e-04 1.52808920e+01 4.30298269e-04 1.42104110e+01 4.00154150e-04
30 1000 2.13381832e+01 1.57017645e-03 1.91228103e+01 1.40715737e-03 1.77831892e+01 1.30858027e-03
350 1000 1.67825871e+01 3.61321856e-04 1.50401853e+01 3.23808892e-04 1.39865666e+01 3.01124753e-04
400 1000 1.65453437e+01 2.63598554e-04 1.48275730e+01 2.36231349e-04 1.37888486e+01 2.19682234e-04
40 1000 2.07703733e+01 1.71010766e-03 1.86139515e+01 1.53256088e-03 1.73099777e+01 1.42519879e-03
500 1000 1.61561907e+01 -nan 1.44788226e+01 -nan 1.34645294e+01 -nan
50 1000 2.01335064e+01 1.47654365e-03 1.80432054e+01 1.32324617e-03 1.67792145e+01 1.23054795e-03
600 1000 1.58430748e+01 -nan 1.41982150e+01 -nan 1.32035793e+01 -nan
60 1000 1.98294805e+01 9.99957091e-04 1.77707441e+01 8.96138784e-04 1.65258400e+01 8.33361793e-04
75 1000 1.93923561e+01 1.38579618e-03 1.73790028e+01 1.24192067e-03 1.61615417e+01 1.15492017e-03
800 1000 1.53414789e+01 -nan 1.37486958e+01 -nan 1.27855506e+01 -nan
90 1000 1.89760970e+01 -nan 1.70059606e+01 -nan 1.58146324e+01 -nan
100 1125 1.89082738e+01 1.47535503e-04 1.69451789e+01 1.32220049e-04 1.57581086e+01 1.22959524e-04
110 1125 1.87498434e+01 1.44182627e-03 1.68031971e+01 1.29213335e-03 1.56260732e+01 1.20161473e-03
125 1125 1.85341133e+01 -nan 1.66098645e+01 -nan 1.54462842e+01 -nan
150 1125 1.82489590e+01 -nan 1.63543155e+01 -nan 1.52086373e+01 -nan
175 1125 1.80209036e+01 3.46233900e-04 1.61499373e+01 3.10287221e-04 1.50185766e+01 2.88550644e-04
200 1125 1.77598160e+01 6.82510188e-04 1.59159563e+01 6.11649972e-04 1.48009867e+01 5.68803360e-04
20 1125 2.22205669e+01 8.43930987e-03 1.99135831e+01 7.56312527e-03 1.85185656e+01 7.03330003e-03
225 1125 1.75753612e+01 1.45927361e-03 1.57506520e+01 1.30776915e-03 1.46472626e+01 1.21615549e-03
250 1125 1.73794793e+01 4.58869577e-04 1.55751069e+01 4.11228740e-04 1.44840151e+01 3.82420453e-04
275 1125 1.72116047e+01 4.65680437e-04 1.54246614e+01 4.17332666e-04 1.43441088e+01 3.88096781e-04
300 1125 1.70589066e+01 4.17000162e-04 1.52878167e+01 3.73706596e-04 1.42168506e+01 3.47526974e-04
30 1125 2.13829664e+01 1.66224071e-03 1.91629440e+01 1.48966261e-03 1.78205114e+01 1.38530693e-03
350 1125 1.67864266e+01 4.78122035e-04 1.50436262e+01 4.28482281e-04 1.39897665e+01 3.98465649e-04
400 1125 1.65512129e+01 4.38969832e-04 1.48328328e+01 3.93395218e-04 1.37937399e+01 3.65836747e-04
40 1125 2.08153561e+01 1.45719164e-03 1.86542641e+01 1.30590229e-03 1.73474664e+01 1.21441930e-03
500 1125 1.61627806e+01 1.82028430e-04 1.44847283e+01 1.63130949e-04 1.34700214e+01 1.51703054e-04
50 1125 2.03754569e+01 5.98277966e-03 1.82600361e+01 5.36163487e-03 1.69808554e+01 4.98603387e-03
600 1125 1.58487637e+01 -nan 1.42033133e+01 -nan 1.32083205e+01 -nan
60 1125 1.98486833e+01 7.25781032e-03 1.77879532e+01 6.50429044e-03 1.65418436e+01 6.04864004e-03
75 1125 1.94143047e+01 7.59221470e-04 1.73986727e+01 6.80397294e-04 1.61798335e+01 6.32733383e-04
800 1125 1.53434863e+01 -nan 1.37504948e+01 -nan 1.27872236e+01 -nan
90 1125 1.90798847e+01 4.34468569e-04 1.70989728e+01 3.89360884e-04 1.59011288e+01 3.62085202e-04
100 1250 1.89323850e+01 2.15089961e-03 1.69667868e+01 1.92758906e-03 1.57782028e+01 1.79255585e-03
110 1250 1.86994901e+01 -nan 1.67580715e+01 -nan 1.55841088e+01 -nan
125 1250 1.85031516e+01 -nan 1.65821173e+01 -nan 1.54204808e+01 -nan
150 1250 1.82694685e+01 -nan 1.63726956e+01 -nan 1.52257299e+01 -nan
175 1250 1.80324507e+01 -nan 1.61602855e+01 -nan 1.50281999e+01 -nan
200 1250 1.77842070e+01 1.12862375e-03 1.59378149e+01 1.01144663e-03 1.48213141e+01 9.40591127e-04
20 1250 2.23540141e+01 1.28192221e-03 2.00331755e+01 1.14883155e-03 1.86297801e+01 1.06835114e-03
225 1250 1.75775348e+01 4.07633841e-04 1.57525998e+01 3.65310050e-04 1.46490740e+01 3.39718807e-04
250 1250 1.73892903e+01 2.60819703e-04 1.55838993e+01 2.33741448e-04 1.44921916e+01 2.17366620e-04
275 1250 1.72208077e+01 2.90109676e-04 1.54329089e+01 2.59989914e-04 1.43517786e+01 2.41777109e-04
300 1250 1.70683024e+01 3.25214077e-04 1.52962370e+01 2.91449571e-04 1.42246810e+01 2.71032853e-04
30 1250 2.14319398e+01 1.27179031e-03 1.92068328e+01 1.13975119e-03 1.78613256e+01 1.05990686e-03
350 1250 1.67962697e+01 3.29528651e-04 1.50524473e+01 2.95316089e-04 1.39979697e+01 2.74627970e-04
400 1250 1.65600830e+01 3.84588605e-04 1.48407819e+01 3.44659995e-04 1.38011322e+01 3.20514985e-04
40 1250 2.08559428e+01 1.35583567e-03 1.86906370e+01 1.21507043e-03 1.73812912e+01 1.12995106e-03
500 1250 1.61690633e+01 3.04599033e-04 1.44903587e+01 2.72975461e-04 1.34752574e+01 2.53852151e-04
50 1250 2.04233150e+01 1.41015922e-03 1.83029255e+01 1.26375378e-03 1.70207403e+01 1.17522313e-03
600 1250 1.58525959e+01 5.79178186e-05 1.42067476e+01 5.19036536e-05 1.32115142e+01 4.82694338e-05
60 1250 1.99852569e+01 1.54892642e-02 1.79103475e+01 1.38811380e-02 1.66556637e+01 1.29087128e-02
75 1250 1.94252473e+01 9.73133019e-04 1.74084792e+01 8.72100333e-04 1.61889531e+01 8.11006324e-04
800 1250 1.53445690e+01 -nan 1.37514651e+01 -nan 1.27881259e+01 -nan
90 1250 1.91197077e+01 7.51577428e-04 1.71346613e+01 6.73546407e-04 1.59343172e+01 6.26362178e-04
100 1375 1.89478089e+01 8.11266429e-04 1.69806094e+01 7.27038973e-04 1.57910571e+01 6.76107892e-04
110 1375 1.87833911e+01 5.39150923e-04 1.68332618e+01 4.83175132e-04 1.56540317e+01 4.49326702e-04
125 1375 1.85267681e+01 -nan 1.66032819e+01 -nan 1.54401627e+01 -nan
150 1375 1.82436432e+01 -nan 1.63495516e+01 -nan 1.52042072e+01 -nan
175 1375 1.80415963e+01 -nan 1.61684816e+01 -nan 1.50358217e+01 -nan
200 1375 1.78107991e+01 5.32712646e-04 1.59616462e+01 4.77406253e-04 1.48434759e+01 4.43962828e-04
20 1375 2.24121174e+01 1.04993631e-03 2.00852465e+01 9.40929052e-04 1.86782033e+01 8.75014319e-04
225 1375 1.76104959e+01 2.16066566e-03 1.57821389e+01 1.93634163e-03 1.46765438e+01 1.80069345e-03
250 1375 1.73986776e+01 -nan 1.55923121e+01 -nan 1.45000149e+01 -nan
275 1375 1.72303710e+01 -nan 1.54414794e+01 -nan 1.43597486e+01 -nan
300 1375 1.70953757e+01 2.09261656e-04 1.53204995e+01 1.87535696e-04 1.42472438e+01 1.74398675e-04
30 1375 2.14756014e+01 1.52310293e-03 1.92459614e+01 1.36497205e-03 1.78977132e+01 1.26934898e-03
350 1375 1.68039285e+01 1.64078435e-04 1.50593110e+01 1.47043473e-04 1.40043525e+01 1.36742518e-04
400 1375 1.65671663e+01 2.82021115e-04 1.48471299e+01 2.52740593e-04 1.38070354e+01 2.35035373e-04
40 1375 2.08937209e+01 1.23412111e-03 1.87244929e+01 1.10599076e-03 1.74127754e+01 1.02851196e-03
500 1375 1.61945143e+01 3.60610403e-04 1.45131673e+01 3.23171523e-04 1.34964682e+01 3.00531742e-04
50 1375 2.04493198e+01 1.28181478e-03 1.83262304e+01 1.14873370e-03 1.70424126e+01 1.06825977e-03
