1.700000000000000000e+01 1.000000000000000000e+02 1.531690000000000040e+01 9.885440000000000546e-04 -1.445500000000000007e+01 8.602349999999999927e-04
1.700000000000000000e+01 2.000000000000000000e+02 1.539840000000000053e+01 1.419450000000000052e-03 -1.443820000000000014e+01 1.255040000000000018e-03
2.000000000000000000e+01 1.000000000000000000e+02 1.476980000000000004e+01 2.529539999999999827e-03 -1.438369999999999926e+01 1.585449999999999967e-03
2.000000000000000000e+01 1.000000000000000000e+03 1.566619999999999990e+01 3.138810000000000124e-03 -1.408360000000000056e+01 4.798930000000000079e-04
2.000000000000000000e+01 1.100000000000000000e+03 1.581029999999999980e+01 5.452369999999999786e-03 -1.405330000000000013e+01 6.412930000000000279e-04
2.000000000000000000e+01 1.125000000000000000e+03 1.583750000000000036e+01 8.098390000000000449e-03 -1.404570000000000007e+01 5.689199999999999943e-04
2.000000000000000000e+01 2.000000000000000000e+02 1.489910000000000068e+01 3.424060000000000038e-03 -1.438710000000000022e+01 1.608620000000000059e-03
2.000000000000000000e+01 3.000000000000000000e+02 1.499569999999999936e+01 2.660930000000000153e-03 -1.436149999999999949e+01 1.013369999999999983e-03
2.000000000000000000e+01 3.500000000000000000e+02 1.502180000000000071e+01 2.956139999999999896e-03 -1.434670000000000023e+01 1.314760000000000104e-03
2.000000000000000000e+01 4.000000000000000000e+02 1.505959999999999965e+01 3.634459999999999948e-03 -1.432799999999999940e+01 1.532050000000000078e-03
2.000000000000000000e+01 4.500000000000000000e+02 1.506209999999999916e+01 5.120740000000000361e-03 -1.430649999999999977e+01 1.179160000000000061e-03
2.000000000000000000e+01 5.000000000000000000e+02 1.513069999999999915e+01 1.261770000000000079e-02 -1.428710000000000058e+01 5.477389999999999950e-04
2.000000000000000000e+01 5.500000000000000000e+02 1.514680000000000071e+01 7.939379999999999354e-03 -1.426440000000000019e+01 1.281129999999999899e-03
2.000000000000000000e+01 6.000000000000000000e+02 1.523900000000000077e+01 2.807329999999999808e-03 -1.424070000000000036e+01 9.993129999999999374e-04
2.000000000000000000e+01 6.500000000000000000e+02 1.529800000000000004e+01 3.596320000000000072e-03 -1.421640000000000015e+01 6.629350000000000217e-04
2.000000000000000000e+01 7.000000000000000000e+02 1.534960000000000058e+01 2.613990000000000063e-03 -1.419180000000000064e+01 4.925049999999999610e-04
2.000000000000000000e+01 7.500000000000000000e+02 1.540939999999999976e+01 2.288070000000000121e-03 -1.417259999999999920e+01 4.071829999999999807e-04
2.000000000000000000e+01 8.000000000000000000e+02 1.545989999999999931e+01 3.091529999999999886e-03 -1.415339999999999954e+01 5.554260000000000317e-04
2.000000000000000000e+01 8.500000000000000000e+02 1.551060000000000016e+01 3.072300000000000031e-03 -1.413509999999999955e+01 4.763820000000000207e-04
2.000000000000000000e+01 9.000000000000000000e+02 1.556830000000000069e+01 3.146139999999999961e-03 -1.411810000000000009e+01 3.932459999999999819e-04
2.000000000000000000e+01 9.500000000000000000e+02 1.562299999999999933e+01 3.403600000000000115e-03 -1.410040000000000049e+01 5.444319999999999672e-04
2.500000000000000000e+01 1.000000000000000000e+02 1.406990000000000052e+01 1.075070000000000019e-03 -1.429860000000000042e+01 1.144719999999999896e-03
2.500000000000000000e+01 1.000000000000000000e+03 1.483830000000000027e+01 1.831750000000000045e-03 -1.399879999999999924e+01 4.595310000000000020e-04
2.500000000000000000e+01 1.100000000000000000e+03 1.492169999999999952e+01 2.841189999999999948e-03 -1.396620000000000061e+01 5.194140000000000519e-04
2.500000000000000000e+01 1.200000000000000000e+03 1.501469999999999949e+01 2.699819999999999911e-03 -1.393599999999999994e+01 5.516419999999999744e-04
2.500000000000000000e+01 2.000000000000000000e+02 1.413509999999999955e+01 1.299720000000000085e-03 -1.428659999999999997e+01 1.402620000000000039e-03
2.500000000000000000e+01 3.000000000000000000e+02 1.416760000000000019e+01 1.235050000000000037e-02 -1.426350000000000051e+01 7.081929999999999736e-04
2.500000000000000000e+01 4.000000000000000000e+02 1.413550000000000040e+01 1.079959999999999948e-02 -1.422809999999999953e+01 8.282069999999999666e-04
2.500000000000000000e+01 5.000000000000000000e+02 1.425639999999999930e+01 1.420820000000000069e-02 -1.419270000000000032e+01 1.364240000000000071e-03
2.500000000000000000e+01 6.000000000000000000e+02 1.435859999999999914e+01 5.655979999999999688e-03 -1.415840000000000032e+01 8.770159999999999935e-04
2.500000000000000000e+01 7.000000000000000000e+02 1.455499999999999972e+01 2.270579999999999907e-03 -1.410650000000000048e+01 8.255310000000000079e-04
2.500000000000000000e+01 8.000000000000000000e+02 1.465939999999999976e+01 2.096690000000000012e-03 -1.406530000000000058e+01 3.724989999999999855e-04
2.500000000000000000e+01 9.000000000000000000e+02 1.475309999999999988e+01 2.320079999999999972e-03 -1.403170000000000073e+01 4.455940000000000031e-04
3.000000000000000000e+01 1.000000000000000000e+02 1.334280000000000044e+01 1.319099999999999917e-03 -1.418019999999999925e+01 1.241080000000000091e-03
3.000000000000000000e+01 1.000000000000000000e+03 1.415390000000000015e+01 2.128039999999999880e-03 -1.390740000000000087e+01 5.105179999999999527e-04
3.000000000000000000e+01 1.075000000000000000e+03 1.421069999999999922e+01 2.460229999999999882e-03 -1.388410000000000011e+01 5.014369999999999765e-04
3.000000000000000000e+01 1.125000000000000000e+03 1.424430000000000085e+01 2.824769999999999885e-03 -1.386689999999999934e+01 5.756409999999999999e-04
3.000000000000000000e+01 1.200000000000000000e+03 1.430419999999999980e+01 2.848129999999999933e-03 -1.384420000000000073e+01 5.613709999999999620e-04
3.000000000000000000e+01 1.250000000000000000e+03 1.433960000000000079e+01 3.011999999999999920e-03 -1.382850000000000001e+01 7.494490000000000136e-04
3.000000000000000000e+01 1.325000000000000000e+03 1.439550000000000018e+01 2.744059999999999989e-03 -1.380499999999999972e+01 6.541640000000000475e-04
3.000000000000000000e+01 1.375000000000000000e+03 1.442479999999999940e+01 2.656009999999999881e-03 -1.378800000000000026e+01 7.065490000000000008e-04
3.000000000000000000e+01 1.450000000000000000e+03 1.449060000000000059e+01 2.845030000000000128e-03 -1.376650000000000063e+01 5.327700000000000101e-04
3.000000000000000000e+01 1.500000000000000000e+03 1.452929999999999922e+01 3.313369999999999944e-03 -1.375029999999999930e+01 6.184520000000000208e-04
3.000000000000000000e+01 1.525000000000000000e+03 1.454100000000000037e+01 2.233719999999999803e-03 -1.374290000000000056e+01 5.903310000000000371e-04
3.000000000000000000e+01 1.575000000000000000e+03 1.458339999999999925e+01 4.081279999999999630e-03 -1.372589999999999932e+01 6.273980000000000399e-04
3.000000000000000000e+01 1.625000000000000000e+03 1.461430000000000007e+01 3.821549999999999947e-03 -1.370889999999999986e+01 7.100109999999999755e-04
3.000000000000000000e+01 1.650000000000000000e+03 1.463530000000000086e+01 3.601580000000000059e-03 -1.370049999999999990e+01 6.434639999999999501e-04
3.000000000000000000e+01 1.700000000000000000e+03 1.468420000000000059e+01 4.988659999999999796e-03 -1.368549999999999933e+01 6.412580000000000190e-04
3.000000000000000000e+01 2.000000000000000000e+02 1.343629999999999924e+01 3.343099999999999891e-03 -1.418019999999999925e+01 9.188259999999999744e-04
3.000000000000000000e+01 3.000000000000000000e+02 1.343210000000000015e+01 6.218750000000000319e-03 -1.415429999999999922e+01 1.041389999999999894e-03
3.000000000000000000e+01 3.500000000000000000e+02 1.347710000000000008e+01 1.045579999999999947e-02 -1.414429999999999943e+01 1.429050000000000068e-03
3.000000000000000000e+01 4.000000000000000000e+02 1.345330000000000048e+01 8.414019999999999486e-03 -1.412550000000000061e+01 1.139019999999999920e-03
3.000000000000000000e+01 4.500000000000000000e+02 1.347680000000000078e+01 3.872619999999999795e-03 -1.411289999999999978e+01 1.562400000000000030e-03
3.000000000000000000e+01 5.000000000000000000e+02 1.353689999999999927e+01 5.397100000000000161e-03 -1.409960000000000058e+01 1.306300000000000039e-03
3.000000000000000000e+01 5.500000000000000000e+02 1.360449999999999982e+01 4.555580000000000046e-03 -1.408779999999999966e+01 1.366220000000000021e-03
3.000000000000000000e+01 6.000000000000000000e+02 1.366830000000000034e+01 7.603340000000000098e-03 -1.406540000000000035e+01 1.411949999999999924e-03
3.000000000000000000e+01 6.500000000000000000e+02 1.371390000000000065e+01 3.466059999999999974e-03 -1.405380000000000074e+01 1.195929999999999997e-03
3.000000000000000000e+01 7.000000000000000000e+02 1.379470000000000063e+01 4.842690000000000189e-03 -1.403270000000000017e+01 1.692810000000000105e-03
3.000000000000000000e+01 7.500000000000000000e+02 1.392120000000000068e+01 2.524010000000000142e-03 -1.399549999999999983e+01 9.144959999999999938e-04
3.000000000000000000e+01 8.000000000000000000e+02 1.397920000000000051e+01 1.786870000000000082e-03 -1.397289999999999921e+01 4.646939999999999795e-04
3.000000000000000000e+01 8.500000000000000000e+02 1.402439999999999998e+01 1.989770000000000080e-03 -1.395509999999999984e+01 4.299230000000000239e-04
3.000000000000000000e+01 9.000000000000000000e+02 1.407010000000000005e+01 1.928519999999999974e-03 -1.393880000000000052e+01 4.041380000000000124e-04
3.000000000000000000e+01 9.500000000000000000e+02 1.411209999999999987e+01 2.017189999999999869e-03 -1.392249999999999943e+01 4.430540000000000173e-04
3.500000000000000000e+01 1.550000000000000000e+03 1.392759999999999998e+01 2.313019999999999833e-03 -1.363790000000000013e+01 5.998410000000000460e-04
3.500000000000000000e+01 1.750000000000000000e+03 1.405349999999999966e+01 2.328039999999999971e-03 -1.357329999999999970e+01 5.931660000000000058e-04
3.500000000000000000e+01 1.950000000000000000e+03 1.419299999999999962e+01 6.275369999999999733e-03 -1.350590000000000046e+01 6.953979999999999580e-04
4.000000000000000000e+01 1.000000000000000000e+02 1.249290000000000056e+01 6.054460000000000440e-04 -1.402810000000000024e+01 1.885759999999999997e-03
4.000000000000000000e+01 1.000000000000000000e+03 1.305669999999999931e+01 1.304140000000000073e-03 -1.371640000000000015e+01 3.390329999999999776e-04
4.000000000000000000e+01 1.075000000000000000e+03 1.310769999999999946e+01 1.629580000000000048e-03 -1.369280000000000008e+01 5.243949999999999827e-04
