# P[GPa] T[K] Delta_mu^NQE [eV/f.u.]
1.000000000000000178e+01 2.999999999999999432e+02 nan
1.057035922427786012e+01 2.999999999999999432e+02 nan
1.117324941302759456e+01 2.999999999999999432e+02 nan
1.181052599981534001e+01 2.999999999999999432e+02 nan
1.248415024457214706e+01 2.999999999999999432e+02 nan
1.319619526949838573e+01 2.999999999999999432e+02 nan
1.394885243923140195e+01 2.999999999999999432e+02 nan
1.474443810491203344e+01 2.999999999999999432e+02 nan
1.558540073290507699e+01 2.999999999999999432e+02 nan
1.647432844011300546e+01 2.999999999999999432e+02 nan
1.741395695907315400e+01 2.999999999999999432e+02 nan
1.840717805735164347e+01 2.999999999999999432e+02 nan
1.945704843714518262e+01 2.999999999999999432e+02 nan
2.056679914247986218e+01 2.999999999999999432e+02 nan
2.173984550295819318e+01 2.999999999999999432e+02 nan
2.297979764465695141e+01 2.999999999999999432e+02 nan
2.429047160052381926e+01 2.999999999999999432e+02 nan
2.567590105446561566e+01 2.999999999999999432e+02 nan
2.714034975527161819e+01 2.999999999999999432e+02 nan
2.868832463857626180e+01 2.999999999999999432e+02 nan
3.032458969724521580e+01 2.999999999999999432e+02 nan
3.205418064287170665e+01 2.999999999999999432e+02 nan
3.388242040350476714e+01 2.999999999999999432e+02 nan
3.581493550530468895e+01 2.999999999999999432e+02 nan
3.785767338854137876e+01 2.999999999999999432e+02 nan
4.001692071122665340e+01 2.999999999999999432e+02 nan
4.229932269671103029e+01 2.999999999999999432e+02 nan
4.471190358478851579e+01 2.999999999999999432e+02 nan
4.726208824924914609e+01 2.999999999999999432e+02 nan
4.995772504840846295e+01 2.999999999999999432e+02 nan
5.280710997893810799e+01 2.999999999999999432e+02 nan
5.581901220733237068e+01 2.999999999999999432e+02 nan
5.900270105758540495e+01 2.999999999999999432e+02 nan
6.236797453813567671e+01 2.999999999999999432e+02 nan
6.592518949587083910e+01 2.999999999999999432e+02 nan
6.968529348999439321e+01 2.999999999999999432e+02 nan
7.365985848384720214e+01 2.999999999999999432e+02 nan
7.786111645837350181e+01 2.999999999999999432e+02 nan
8.230199705683408240e+01 2.999999999999999432e+02 nan
