# P[GPa] T[K] lx[A] ly[A] lz[A]
100 1000 2.03198721e+01 4.55896388e-04 2.05253798e+01 4.60506914e-04 2.05243536e+01 4.60483153e-04
110 1000 2.01200875e+01 7.26829525e-04 2.03235748e+01 7.34181123e-04 2.03225586e+01 7.34144703e-04
125 1000 1.98818836e+01 -nan 1.98818836e+01 -nan 1.98818836e+01 -nan
140 1000 1.95490020e+01 -nan 1.97467135e+01 -nan 1.97457262e+01 -nan
150 1000 1.94348602e+01 -nan 1.96314173e+01 -nan 1.96304358e+01 -nan
15 1000 2.45557716e+01 1.31852904e-03 2.45557716e+01 1.31852904e-03 2.45557716e+01 1.31852904e-03
175 1000 1.91879489e+01 2.47975966e-04 1.93820088e+01 2.50484300e-04 1.93810398e+01 2.50471668e-04
200 1000 1.89746485e+01 3.27727397e-04 1.91665511e+01 3.31042726e-04 1.91655929e+01 3.31025257e-04
20 1000 2.36727716e+01 1.52039101e-03 2.39121894e+01 1.53577044e-03 2.39109938e+01 1.53569184e-03
225 1000 1.87823142e+01 3.43896714e-04 1.89722717e+01 3.47374843e-04 1.89713232e+01 3.47357967e-04
250 1000 1.86049846e+01 3.67760069e-04 1.87931487e+01 3.71479999e-04 1.87922090e+01 3.71461185e-04
300 1000 1.82870125e+01 3.57391920e-04 1.84719607e+01 3.61006076e-04 1.84710371e+01 3.60988338e-04
30 1000 2.30392651e+01 1.22898931e-03 2.30392651e+01 1.22898931e-03 2.30392651e+01 1.22898931e-03
350 1000 1.80084744e+01 3.03556956e-04 1.81906056e+01 3.06626483e-04 1.81896961e+01 3.06611485e-04
400 1000 1.77624472e+01 1.56691924e-04 1.79420902e+01 1.58276085e-04 1.79411931e+01 1.58268394e-04
40 1000 2.24273565e+01 1.08093631e-03 2.24273565e+01 1.08093631e-03 2.24273565e+01 1.08093631e-03
450 1000 1.75462758e+01 -nan 1.77237324e+01 -nan 1.77228463e+01 -nan
500 1000 1.73542752e+01 -nan 1.75297900e+01 -nan 1.75289135e+01 -nan
50 1000 2.18445301e+01 9.55528609e-04 2.20654578e+01 9.65192555e-04 2.20643545e+01 9.65144572e-04
550 1000 1.71811188e+01 -nan 1.73548824e+01 -nan 1.73540147e+01 -nan
600 1000 1.70219336e+01 -nan 1.71940872e+01 -nan 1.71932275e+01 -nan
60 1000 2.14173912e+01 2.54502799e-03 2.16339989e+01 2.57076593e-03 2.16329172e+01 2.57063827e-03
650 1000 1.68736212e+01 -nan 1.70442749e+01 -nan 1.70434227e+01 -nan
700 1000 1.67326805e+01 2.17716793e-04 1.69019087e+01 2.19918039e-04 1.69010637e+01 2.19907831e-04
70 1000 2.12001359e+01 1.17710768e-03 2.12001359e+01 1.17710768e-03 2.12001359e+01 1.17710768e-03
750 1000 1.66002624e+01 -nan 1.67681514e+01 -nan 1.67673130e+01 -nan
800 1000 1.64330869e+01 6.71996836e-05 1.65992852e+01 6.78808244e-05 1.65984552e+01 6.78748371e-05
80 1000 2.07854848e+01 7.62516471e-04 2.09957017e+01 7.70229161e-04 2.09946519e+01 7.70190922e-04
90 1000 2.05220102e+01 4.86277952e-04 2.07295624e+01 4.91195440e-04 2.07285259e+01 4.91172090e-04
100 100 2.02931264e+01 3.66697905e-04 2.02931264e+01 3.66697905e-04 2.02931264e+01 3.66697905e-04
110 100 1.99972029e+01 8.05381163e-04 1.99972029e+01 8.05381163e-04 1.99972029e+01 8.05381163e-04
125 100 1.97975572e+01 9.26151282e-04 1.97975572e+01 9.26151282e-04 1.97975572e+01 9.26151282e-04
150 100 1.94704283e+01 7.25582015e-04 1.94704283e+01 7.25582015e-04 1.94704283e+01 7.25582015e-04
175 100 1.92386156e+01 8.87918945e-05 1.92386156e+01 8.87918945e-05 1.92386156e+01 8.87918945e-05
200 100 1.90144428e+01 1.15846439e-03 1.90144428e+01 1.15846439e-03 1.90144428e+01 1.15846439e-03
225 100 1.88184889e+01 2.71609419e-04 1.88184889e+01 2.71609419e-04 1.88184889e+01 2.71609419e-04
250 100 1.86535163e+01 9.00765444e-04 1.86535163e+01 9.00765444e-04 1.86535163e+01 9.00765444e-04
300 100 1.83332374e+01 1.63680096e-03 1.83332374e+01 1.63680096e-03 1.83332374e+01 1.63680096e-03
30 100 2.25899508e+01 5.81430229e-04 2.25899508e+01 5.81430229e-04 2.25899508e+01 5.81430229e-04
350 100 1.80722112e+01 1.50438281e-04 1.80722112e+01 1.50438281e-04 1.80722112e+01 1.50438281e-04
