# y=sqrt(m0/m) temperature[K] pressure[bar] T_cv[meV/molecule] T_cv_error[meV/molecule]
0.25 3000 300 1167.24 0.0097626
1 3000 350 1224.24 0.064983
0.707107 3000 350 1194.53 0.00875649
0.5 3000 350 1179.13 0.0226513
0.25 3000 350 1167.34 nan
1 3000 400 1226.27 0.0539552
0.707107 3000 400 1195.65 0.0425778
0.5 3000 400 1179.69 0.0202521
0.25 3000 400 1167.5 0.00400807
1 3000 450 1228.46 0.0700694
0.707107 3000 450 1196.74 0.0275226
0.5 3000 450 1180.29 0.0180927
0.25 3000 450 1167.64 0.00995632
1 3000 500 1230.55 0.068665
0.707107 3000 500 1197.85 nan
0.5 3000 500 1180.81 nan
0.25 3000 500 1167.77 nan
1 3000 50 1219.92 0.0593521
0.707107 3000 50 1192.64 0.0357951
0.5 3000 50 1178.22 0.0239988
0.25 3000 50 1167.14 0.00758902
1 3000 550 1232.81 0.0105427
0.707107 3000 550 1198.95 0.0678774
0.5 3000 550 1181.39 0.0154569
0.25 3000 550 1167.9 0.00790991
1 3000 600 1234.79 0.112155
0.707107 3000 600 1200.05 0.013563
0.5 3000 600 1181.93 0.0297505
0.25 3000 600 1168.04 0.00722064
1 3000 75 1217.74 0.059434
0.707107 3000 75 1191.52 0.0257426
0.5 3000 75 1177.69 0.0158011
0.25 3000 75 1166.98 0.00465358
1 3000 85 1217.69 0.0218276
0.707107 3000 85 1191.33 0.0332594
0.5 3000 85 1177.6 0.0286439
0.25 3000 85 1166.94 0.0121642
1 3125 100 1263.76 0.0199196
0.707107 3125 100 1238.54 0.0205088
0.5 3125 100 1225.37 0.0124417
0.25 3125 100 1215.24 0.00245798
1 3125 250 1266.96 0.0365424
0.707107 3125 250 1240.09 0.021986
0.5 3125 250 1226.14 0.0222014
0.25 3125 250 1215.42 0.005587
1 3125 75 1264.07 0.0360588
0.707107 3125 75 1238.71 0.0248879
0.5 3125 75 1225.46 0.00590889
0.25 3125 75 1215.27 0.00259375
1 3125 85 1263.98 0.0167129
0.707107 3125 85 1238.68 0.0339445
0.5 3125 85 1225.47 nan
0.25 3125 85 1215.25 0.00441139
1 3250 100 1309.96 0.0426153
0.707107 3250 100 1285.83 0.00996612
0.5 3250 100 1273.25 0.014922
0.25 3250 100 1263.59 0.00725816
1 3250 125 1310.02 0.0359605
0.707107 3250 125 1285.87 0.0205738
0.5 3250 125 1273.28 0.0141212
0.25 3250 125 1263.58 0.00734408
1 3250 150 1310.51 0.054836
0.707107 3250 150 1286.11 0.0080259
0.5 3250 150 1273.37 0.0217041
0.25 3250 150 1263.63 0.00564168
1 3250 200 1311.69 0.048328
0.707107 3250 200 1286.64 0.0306754
0.5 3250 200 1273.71 nan
0.25 3250 200 1263.7 0.006302
1 3250 250 1313.02 0.0295307
0.707107 3250 250 1287.37 0.0220354
0.5 3250 250 1273.96 0.0213354
0.25 3250 250 1263.8 0.000627203
1 3250 300 1314.65 0.0317046
0.707107 3250 300 1288.15 0.0264108
0.5 3250 300 1274.38 0.0145342
0.25 3250 300 1263.89 0.00305611
1 3250 400 1318.23 0.0430824
0.707107 3250 400 1289.93 0.0384732
0.5 3250 400 1275.38 0.00799213
0.25 3250 400 1264.13 0.00210958
1 3250 600 1326.2 0.0491135
0.707107 3250 600 1294.17 0.0169395
0.5 3250 600 1277.49 0.0110145
0.25 3250 600 1264.69 0.00283527
1 3250 75 1309.97 0.0699518
0.707107 3250 75 1285.95 0.0369936
0.5 3250 75 1273.36 0.0189833
0.25 3250 75 1263.6 0.00611253
1 3250 85 1309.68 0.0328149
0.707107 3250 85 1285.81 nan
0.5 3250 85 1273.22 nan
0.25 3250 85 1263.59 0.0146447
1 3375 100 1356.5 0.0448019
0.707107 3375 100 1333.29 0.0259246
0.5 3375 100 1321.17 0.00746474
0.25 3375 100 1311.89 0.00716193
1 3375 85 1356.27 0.0319452
0.707107 3375 85 1333.18 0.0354689
0.5 3375 85 1321.1 0.0158657
0.25 3375 85 1311.88 0.0068591
1 3500 100 1402.67 0.023512
0.707107 3500 100 1380.49 0.0222756
0.5 3500 100 1368.99 0.0234328
0.25 3500 100 1360.2 0.00103358
1 3500 125 1403.28 0.0235828
0.707107 3500 125 1380.8 0.0317092
0.5 3500 125 1369.16 0.0132237
0.25 3500 125 1360.24 nan
1 3500 150 1403.73 0.0263522
0.707107 3500 150 1381.01 0.0288282
0.5 3500 150 1369.26 0.0235441
0.25 3500 150 1360.26 0.00855574
1 3500 175 1404.24 0.0273547
0.707107 3500 175 1381.28 0.0215073
0.5 3500 175 1369.4 0.0068526
0.25 3500 175 1360.29 0.00501171
1 3500 200 1404.87 0.0172859
0.707107 3500 200 1381.54 nan
0.5 3500 200 1369.52 0.0118329
0.25 3500 200 1360.33 0.00403629
1 3500 225 1405.48 0.0367854
0.707107 3500 225 1381.82 0.0190089
0.5 3500 225 1369.64 0.0186059
0.25 3500 225 1360.37 0.0115521
1 3500 250 1406.1 0.0289844
0.707107 3500 250 1382.18 0.0582817
0.5 3500 250 1369.83 0.00759318
0.25 3500 250 1360.42 0.00762531
1 3500 300 1407.65 0.0540494
0.707107 3500 300 1382.88 0.0171961
0.5 3500 300 1370.2 0.0133257
0.25 3500 300 1360.5 nan
1 3500 350 1409.25 0.0295975
0.707107 3500 350 1383.73 0.0281432
0.5 3500 350 1370.61 0.0131026
0.25 3500 350 1360.61 0.00621354
1 3500 400 1411.17 0.0448537
0.707107 3500 400 1384.68 0.0226097
0.5 3500 400 1371.12 0.0143346
0.25 3500 400 1360.73 nan
1 3500 450 1413.09 0.0791033
0.707107 3500 450 1385.7 0.0511662
0.5 3500 450 1371.65 0.0101628
0.25 3500 450 1360.84 0.0102105
1 3500 500 1415.03 0.0915327
0.707107 3500 500 1386.64 0.0264881
0.5 3500 500 1372.12 0.0260519
0.25 3500 500 1360.98 0.0164272
1 3500 550 1416.99 0.0691744
0.707107 3500 550 1387.6 0.0236311
0.5 3500 550 1372.58 nan
0.25 3500 550 1361.1 0.00500291
1 3500 600 1418.7 nan
0.707107 3500 600 1388.63 0.0221636
0.5 3500 600 1373.07 0.0279464
0.25 3500 600 1361.23 nan
1 3500 75 1403.17 0.0374828
0.707107 3500 75 1380.79 0.0244261
0.5 3500 75 1369.16 0.0156833
0.25 3500 75 1360.24 0.00489015
1 3625 100 1449.33 0.0371483
0.707107 3625 100 1428.06 nan
0.5 3625 100 1416.99 0.0116192
0.25 3625 100 1408.55 0.00157109
1 3750 100 1496.14 0.0378611
0.707107 3750 100 1475.64 0.0241744
0.5 3750 100 1465.03 0.00915729
0.25 3750 100 1456.91 0.00353687
1 3750 125 1496.89 0.0374835
0.707107 3750 125 1475.97 0.0262435
0.5 3750 125 1465.19 0.012025
0.25 3750 125 0 nan
1 3750 150 1497.34 0.0319731
0.707107 3750 150 1476.2 0.0158611
0.5 3750 150 1465.33 nan
0.25 3750 150 1456.97 0.007083
1 3750 200 1498.45 0.0149691
0.707107 3750 200 1476.73 0.0336224
0.5 3750 200 1465.54 0.0108067
0.25 3750 200 1457.04 0.00302871
1 3750 250 1499.67 0.0382538
0.707107 3750 250 1477.4 0.0222409
0.5 3750 250 1465.84 0.0127439
0.25 3750 250 1457.12 0.00579679
1 3750 300 1501.13 0.0500062
0.707107 3750 300 1477.99 0.0294887
0.5 3750 300 1466.21 0.0141813
0.25 3750 300 1457.2 0.00698162
1 3750 400 1504.53 0.0457699
0.707107 3750 400 1479.74 nan
0.5 3750 400 1467.06 0.00123953
0.25 3750 400 1457.41 nan
1 3750 600 1511.84 0.0175664
0.707107 3750 600 1483.48 0.0338606
0.5 3750 600 1468.92 0.00982809
0.25 3750 600 1457.89 nan
1 4000 100 1590.03 0.0679306
0.707107 4000 100 1570.93 0.0195334
0.5 4000 100 1561.15 0.0410604
0.25 4000 100 1553.64 0.00779628
1 4000 125 1590.64 0.0392938
0.707107 4000 125 1571.33 0.0210291
0.5 4000 125 1561.31 0.0115425
0.25 4000 125 1553.7 0.00445502
1 4000 150 1591.14 0.0290218
0.707107 4000 150 1571.48 0.0219879
0.5 4000 150 1561.41 0.00776893
0.25 4000 150 1553.72 0.00262279
1 4000 175 1591.69 0.0349931
0.707107 4000 175 1571.77 0.0317246
0.5 4000 175 1561.54 0.0129895
0.25 4000 175 1553.75 0.00525819
1 4000 200 1592.22 0.0229052
0.707107 4000 200 1572.03 nan
0.5 4000 200 1561.69 0.0124262
0.25 4000 200 1553.79 0.00489871
1 4000 225 1592.85 0.0689552
0.707107 4000 225 1572.38 nan
0.5 4000 225 1561.82 0.0227259
0.25 4000 225 1553.82 0.00199894
1 4000 250 1593.4 0.0364009
0.707107 4000 250 1572.62 nan
0.5 4000 250 1561.96 0.0113074
0.25 4000 250 1553.85 0.0164142
1 4000 300 1594.82 0.026904
0.707107 4000 300 1573.35 0.0249457
0.5 4000 300 1562.31 0.0140937
0.25 4000 300 1553.94 0.00748337
1 4000 350 1596.42 0.0252033
0.707107 4000 350 1574.13 0.01604
0.5 4000 350 1562.74 0.00823072
0.25 4000 350 1554.04 0.00285869
1 4000 400 1598.09 0.0358017
0.707107 4000 400 1574.99 0.0231681
0.5 4000 400 1563.14 0.0153559
0.25 4000 400 1554.14 nan
1 4000 450 1599.96 0.0559411
0.707107 4000 450 1575.94 0.0330047
0.5 4000 450 1563.62 0.00891447
0.25 4000 450 1554.26 0.0116835
1 4000 500 1601.67 0.0334982
0.707107 4000 500 1576.75 nan
0.5 4000 500 1564.05 0.0349346
0.25 4000 500 1554.38 0.0040911
1 4000 550 1603.43 nan
0.707107 4000 550 1577.64 0.0286945
0.5 4000 550 1564.5 nan
0.25 4000 550 1554.49 0.00453
1 4000 600 1604.96 0.0587739
0.707107 4000 600 1578.52 0.0339145
0.5 4000 600 1564.9 0.00971593
0.25 4000 600 1554.61 nan
1 4250 150 1685.41 0.0285925
0.707107 4250 150 1667.07 0.0138768
0.5 4250 150 1657.66 0.0161299
0.25 4250 150 1650.47 0.00365538
1 4250 175 1686.01 0.0379875
0.707107 4250 175 1667.33 0.0216611
0.5 4250 175 1657.78 0.0200065
0.25 4250 175 1650.51 0.00125347
1 4250 200 1686.48 0.0330572
0.707107 4250 200 1667.58 0.0179735
0.5 4250 200 1657.92 0.00993745
0.25 4250 200 1650.55 0.00592739
1 4250 240 1687.5 nan
0.707107 4250 240 1668.07 0.00784175
0.5 4250 240 1658.14 0.00981047
0.25 4250 240 1650.6 0.00321805
1 4250 250 1687.72 0.043363
0.707107 4250 250 1668.22 0.0261094
0.5 4250 250 1658.22 0.015552
0.25 4250 250 1650.62 0.00240604
1 4250 300 1689.09 0.023431
0.707107 4250 300 1668.88 0.0376653
0.5 4250 300 1658.54 0.0139773
0.25 4250 300 1650.71 0.00317327
1 4250 400 1692.17 0.0423674
0.707107 4250 400 1670.48 nan
0.5 4250 400 1659.32 0.00943205
0.25 4250 400 1650.9 nan
1 4250 600 1698.98 0.0323408
0.707107 4250 600 1673.8 0.0212649
0.5 4250 600 1661.01 0.00635612
0.25 4250 600 1651.32 0.00507766
1 4500 175 1780.55 0.0156223
0.707107 4500 175 1763.05 0.0198866
0.5 4500 175 1754.1 0.013917
0.25 4500 175 1747.31 0.00663514
1 4500 200 1781.08 nan
0.707107 4500 200 1763.33 0.0211613
0.5 4500 200 1754.23 0.0131484
0.25 4500 200 1747.34 0.00135186
1 4500 225 1781.64 0.0289891
0.707107 4500 225 1763.56 0.0308349
0.5 4500 225 1754.37 0.0140047
0.25 4500 225 1747.36 0.0010963
1 4500 250 1782.22 0.0218281
0.707107 4500 250 1763.88 nan
0.5 4500 250 1754.52 0.00924265
0.25 4500 250 1747.42 0.00171705
1 4500 300 1783.63 0.0236428
0.707107 4500 300 1764.56 0.016625
0.5 4500 300 1754.85 0.0115723
0.25 4500 300 1747.49 0.00486611
1 4500 400 1786.64 0.0514597
0.707107 4500 400 1766.08 0.0361107
0.5 4500 400 1755.61 0.00661647
0.25 4500 400 1747.7 nan
1 4500 450 1788.4 0.0575139
0.707107 4500 450 1766.94 0.0209868
0.5 4500 450 1756.02 0.00561585
0.25 4500 450 1747.79 0.00206249
1 4500 500 1790 0.0422913
0.707107 4500 500 1767.77 nan
0.5 4500 500 1756.44 0.00988927
0.25 4500 500 1747.9 0.00659891
1 4500 550 1791.56 0.0638779
0.707107 4500 550 1768.57 nan
0.5 4500 550 1756.84 0.010983
0.25 4500 550 1747.99 0.00523318
1 4500 600 1793.06 0.0321504
0.707107 4500 600 1769.35 0.0208823
0.5 4500 600 1757.24 0.0028837
0.25 4500 600 0 nan
1 4750 200 1875.99 nan
0.707107 4750 200 1859.17 0.0144629
0.5 4750 200 1850.6 0.0105256
0.25 4750 200 1844.13 nan
1 4750 250 1877.18 0.0245464
0.707107 4750 250 1859.75 0.0199475
0.5 4750 250 1850.91 0.00977655
0.25 4750 250 1844.19 nan
1 4750 300 1878.45 nan
0.707107 4750 300 1860.36 0.0165931
0.5 4750 300 1851.21 0.00725937
0.25 4750 300 1844.28 nan
1 4750 400 1881.47 0.0114268
0.707107 4750 400 1861.91 0.0166847
0.5 4750 400 1851.97 0.0136837
0.25 4750 400 1844.47 0.00203379
1 4750 600 1887.57 0.0634904
0.707107 4750 600 1865.04 0.0208408
0.5 4750 600 1853.53 0.0122198
0.25 4750 600 1844.87 nan
1 5000 200 1971.04 0.0307626
0.707107 5000 200 1955.14 0.0333982
0.5 5000 200 1947.05 nan
0.25 5000 200 1940.95 0.00301359
1 5000 225 1971.65 0.0148401
0.707107 5000 225 1955.42 0.0210439
0.5 5000 225 1947.2 0.0123529
0.25 5000 225 1940.98 0.00182578
1 5000 250 1972.21 0.0265205
0.707107 5000 250 1955.71 0.0304538
0.5 5000 250 1947.34 0.0119118
0.25 5000 250 1941.02 0.00429907
1 5000 300 1973.48 0.0159794
0.707107 5000 300 1956.36 0.0276111
0.5 5000 300 1947.66 0.0101625
0.25 5000 300 1941.1 0.00031951
1 5000 400 1976.48 0.0387499
0.707107 5000 400 1957.8 0.0194149
0.5 5000 400 1948.4 0.00831828
0.25 5000 400 1941.28 nan
1 5000 450 1978.02 0.042118
0.707107 5000 450 1958.6 nan
0.5 5000 450 1948.78 0.0141996
0.25 5000 450 1941.38 0.00189198
1 5000 500 1979.57 0.0303816
0.707107 5000 500 1959.38 0.0510861
0.5 5000 500 1949.2 0.0172632
0.25 5000 500 1941.48 0.00220183
1 5000 550 1980.97 nan
0.707107 5000 550 1960.11 0.0244926
0.5 5000 550 1949.55 nan
0.25 5000 550 1941.57 nan
1 5000 600 1982.44 0.0168237
0.707107 5000 600 1960.79 0.00949608
0.5 5000 600 1949.88 0.0116492
0.25 5000 600 1941.66 nan
1 500 100 385.941 0.111546
0.707107 500 100 306.729 nan
0.5 500 100 257.113 0.0729123
0.25 500 100 211.525 nan
1 500 10 414.201 0.261595
0.707107 500 10 332.144 0.178046
0.5 500 10 275.949 0.101538
0.25 500 10 218.82 0.0236901
1 500 125 396.992 0.108502
0.707107 500 125 312.799 0.060471
0.5 500 125 260.372 0.0815556
0.25 500 125 212.681 0.0305174
1 500 150 407.93 0.117557
0.707107 500 150 319.287 0.0348662
0.5 500 150 264.147 0.0862934
0.25 500 150 213.615 0.009086
1 500 15 416.494 0.100143
0.707107 500 15 332.811 0.0606626
0.5 500 15 276.324 0.0536242
0.25 500 15 218.799 0.0189571
1 500 175 418.251 0.155207
0.707107 500 175 325.628 0.104668
0.5 500 175 267.736 0.0209163
0.25 500 175 214.656 0.0139805
1 500 200 427.283 0.136662
0.707107 500 200 331.367 0.0670571
0.5 500 200 271.044 0.108226
0.25 500 200 215.654 0.0368819
1 500 20 410.624 0.173265
0.707107 500 20 328.749 0.105406
0.5 500 20 273.747 0.0716779
0.25 500 20 217.929 0.0268685
1 500 225 435.327 0.094923
0.707107 500 225 336.276 0.0853887
0.5 500 225 273.956 0.0942382
0.25 500 225 216.643 0.0461179
1 500 250 442.466 0.164211
0.707107 500 250 340.846 0.0803977
0.5 500 250 276.913 0.0957641
0.25 500 250 217.425 0.041451
1 500 300 454.328 0.148746
0.707107 500 300 348.897 nan
0.5 500 300 281.39 0.00304949
0.25 500 300 218.901 0.00689872
1 500 30 400.89 0.171597
0.707107 500 30 322.286 0.0802176
0.5 500 30 268.706 0.0745964
0.25 500 30 215.901 0.0285735
1 500 350 464.848 0.107475
0.707107 500 350 355.282 0.0839654
0.5 500 350 285.657 0.0891064
0.25 500 350 220.191 0.0175599
1 500 400 473.786 0.0796257
0.707107 500 400 361.08 nan
0.5 500 400 289.303 0.116975
0.25 500 400 221.504 nan
1 500 450 482.077 0.114744
0.707107 500 450 366.82 0.121108
0.5 500 450 293.038 0.0793969
0.25 500 450 222.623 0.0290313
1 500 500 489.887 0.195693
0.707107 500 500 0 nan
0.5 500 500 296.547 0.0490894
0.25 500 500 223.854 nan
1 500 50 384.172 0.112534
0.707107 500 50 310.529 0.0515765
0.5 500 50 261.202 0.091288
0.25 500 50 213.319 0.0349327
1 500 550 498.194 0.231203
0.707107 500 550 378.161 0.110608
0.5 500 550 300.702 nan
0.25 500 550 225.342 0.0208284
1 500 600 507.35 0.0666425
0.707107 500 600 384.644 0.0865433
0.5 500 600 304.838 0.0594668
0.25 500 600 226.766 0.0048339
1 500 60 381.03 0.118249
0.707107 500 60 307.107 0.0680011
0.5 500 60 258.579 0.0564674
0.25 500 60 212.38 0.0206343
1 500 75 379.854 0.184586
0.707107 500 75 305.382 0.0397161
0.5 500 75 256.757 0.138788
0.25 500 75 212.075 0.0318391
1 5250 200 2065.37 0.199717
0.707107 5250 200 2050.63 0.0182228
0.5 5250 200 2043.49 0.0313328
0.25 5250 200 2037.78 0.00315917
1 5250 225 2066.58 0.0289323
0.707107 5250 225 2051.36 0.0262969
0.5 5250 225 2043.69 0.00344859
0.25 5250 225 2037.8 0.00281095
1 5250 250 2067.21 0.0364763
0.707107 5250 250 2051.69 0.0233481
0.5 5250 250 2043.81 0.0153645
0.25 5250 250 2037.85 0.00348562
1 5250 300 2068.46 0.0374618
0.707107 5250 300 2052.29 0.0123575
0.5 5250 300 2044.13 0.00470318
0.25 5250 300 2037.93 nan
1 5250 400 2071.3 0.0216571
0.707107 5250 400 2053.76 0.021133
0.5 5250 400 2044.83 0.00474156
0.25 5250 400 2038.11 0.00352679
1 5250 600 2077.07 0.0343474
0.707107 5250 600 2056.62 0.0318878
0.5 5250 600 2046.32 0.0121706
0.25 5250 600 2038.47 0.00342143
1 5500 250 2162.54 0.0248947
0.707107 5500 250 2147.83 0.036796
0.5 5500 250 2140.34 0.00896157
0.25 5500 250 2134.69 0.00267526
1 5500 300 2163.82 0.0270396
0.707107 5500 300 2148.46 0.00866693
0.5 5500 300 2140.65 nan
0.25 5500 300 2134.77 nan
1 5500 400 2166.59 0.0153439
0.707107 5500 400 2149.87 0.0243917
0.5 5500 400 2141.36 0.0107664
0.25 5500 400 2134.95 0.00446128
1 5500 450 2168.13 0.0294154
0.707107 5500 450 0 nan
0.5 5500 450 2141.71 nan
0.25 5500 450 2135.03 0.0049256
1 5500 550 0 nan
0.707107 5500 550 2152.03 0.0144865
0.5 5500 550 2142.43 nan
0.25 5500 550 2135.21 nan
1 5500 600 2172.29 0.0259566
0.707107 5500 600 2152.67 0.0163241
0.5 5500 600 2142.74 0.0113486
0.25 5500 600 2135.29 0.00110461
1 600 10 438.923 0.13148
0.707107 600 10 359.171 0.0765826
0.5 600 10 306.133 0.0650106
0.25 600 10 254.137 0.031202
1 600 20 435.605 0.201943
0.707107 600 20 356.034 0.0997859
0.5 600 20 304.273 0.030133
0.25 600 20 253.597 0.0669244
1 625 100 411.657 0.0906061
0.707107 625 100 339.212 0.0764315
0.5 625 100 295.297 0.0380636
0.25 625 100 256.725 0.00649924
1 625 50 411.022 0.0759782
0.707107 625 50 342.44 0.0946132
0.5 625 50 298.537 0.0559001
0.25 625 50 258.031 0.0136313
1 700 10 464.641 0.158353
0.707107 700 10 387.643 0.125688
0.5 700 10 337.741 0.0338552
0.25 700 10 290.134 0.0388251
1 750 100 441.515 0.0957572
0.707107 750 100 375.119 0.0322402
0.5 750 100 336.107 0.0287467
0.25 750 100 302.922 nan
1 750 10 478.274 0.113402
0.707107 750 10 402.615 0.100906
0.5 750 10 353.961 0.0428278
0.25 750 10 308.495 0.0215486
1 750 125 449.728 0.0738072
0.707107 750 125 379.284 0.045327
0.5 750 125 338.287 0.0358382
0.25 750 125 303.496 0.00238308
1 750 150 458.677 0.115876
0.707107 750 150 384.352 0.0481965
0.5 750 150 340.942 0.0312154
0.25 750 150 304.22 nan
1 750 15 477.132 0.310509
0.707107 750 15 402.214 0.13722
0.5 750 15 353.863 0.135426
0.25 750 15 308.786 0.0372308
1 750 200 475.34 0.087496
0.707107 750 200 394.077 0.116972
0.5 750 200 346.191 0.0366002
0.25 750 200 305.635 nan
1 750 20 475.742 0.155602
0.707107 750 20 400.716 0.0775501
0.5 750 20 352.749 0.0529373
0.25 750 20 308.144 0.0160774
1 750 250 489.019 0.104499
0.707107 750 250 402.09 nan
0.5 750 250 350.623 0.0561218
0.25 750 250 306.894 0.00784345
1 750 300 500.394 0.132715
0.707107 750 300 408.567 0.0734966
0.5 750 300 354.367 0.0649621
0.25 750 300 307.89 0.0217989
1 750 30 459.564 0.173235
0.707107 750 30 391.035 0.127075
0.5 750 30 346.903 0.0669398
0.25 750 30 306.397 0.0134002
1 750 400 519.66 0.135239
0.707107 750 400 420.305 nan
0.5 750 400 361.115 0.0451823
0.25 750 400 309.833 0.0194491
1 750 50 442.23 0.0927287
0.707107 750 50 378.389 0.0699613
0.5 750 50 338.967 0.0357335
0.25 750 50 303.964 0.00973039
1 750 600 552.05 0.178251
0.707107 750 600 441.307 0.0667721
0.5 750 600 373.811 nan
0.25 750 600 313.581 0.0269446
1 750 75 437.733 0.102911
0.707107 750 75 373.823 0.0720224
0.5 750 75 335.966 0.079931
0.25 750 75 303.077 0.0156844
1 800 10 491.936 0.12647
0.707107 800 10 417.569 0.136968
0.5 800 10 370.127 0.0728165
0.25 800 10 326.878 0.022721
1 875 100 474.979 0.0671903
0.707107 875 100 413.869 0.0337642
0.5 875 100 378.911 0.0305953
0.25 875 100 349.746 0.0111232
1 875 250 517.952 0.0830268
0.707107 875 250 437.647 0.0620434
0.5 875 250 391.52 0.00459781
0.25 875 250 353.087 nan
1 875 400 547.442 0.152962
0.707107 875 400 454.924 nan
0.5 875 400 401.028 0.0538178
0.25 875 400 355.692 0.0137302
1 875 50 476.457 0.0636507
0.707107 875 50 417.171 0.059265
0.5 875 50 381.461 0.0377583
0.25 875 50 350.658 0.010178
1 875 600 578.879 0.192805
0.707107 875 600 474.403 0.0975254
0.5 875 600 412.469 0.0507058
0.25 875 600 358.94 0.0158196
1 900 10 519.932 0.172698
0.707107 900 10 448.558 0.105312
0.5 900 10 403.675 0.0327514
0.25 900 10 363.984 0.0175507
1 900 20 519.666 0.260005
0.707107 900 20 448.444 0.0736046
0.5 900 20 404.277 0.0501074
0.25 900 20 364.037 0.032715
1 900 30 502.567 0.196324
0.707107 900 30 438.104 0.126982
0.5 900 30 398.28 0.0607881
0.25 900 30 362.427 0.027051
