# y=sqrt(m0/m) temperature[K] pressure[bar] T_cv[meV/molecule] T_cv_error[meV/molecule]
0.25 5500 250 2134.63 0.00610212
1 6000 175 2351.1 0.0477964
0.707107 6000 175 2338.96 0.0220848
0.5 6000 175 2332.83 0.0087224
0.25 6000 175 2328.23 0.00298018
1 6000 200 2351.51 0.0454071
0.707107 6000 200 2339.23 0.0167834
0.5 6000 200 2333 0.0152252
0.25 6000 200 2328.27 0.00479612
1 6000 225 2352.07 0.0338452
0.707107 6000 225 2339.42 nan
0.5 6000 225 2333.12 0.00798467
0.25 6000 225 2328.3 0.00282941
1 6000 250 2352.62 0.0530225
0.707107 6000 250 2339.87 0.027653
0.5 6000 250 2333.22 0.00854019
0.25 6000 250 2328.33 0.00698155
1 600 10 438.784 0.204863
0.707107 600 10 359.23 0.136647
0.5 600 10 305.88 0.0965406
0.25 600 10 254.106 0.0213786
1 600 15 436.973 0.271418
0.707107 600 15 358.651 0.16477
0.5 600 15 305.815 0.0843722
0.25 600 15 253.995 0.0303005
1 600 20 433.885 0.14474
0.707107 600 20 356.361 0.158335
0.5 600 20 304.643 0.0957154
0.25 600 20 253.898 0.0232939
1 700 10 465.246 0.171831
0.707107 700 10 387.937 0.145635
0.5 700 10 337.851 0.049366
0.25 700 10 290.267 0.0407113
1 700 15 463.96 0.228593
0.707107 700 15 387.381 0.151252
0.5 700 15 337.245 0.0955627
0.25 700 15 290.181 0.0298301
1 750 10 478.61 0.196817
0.707107 750 10 402.947 0.099624
0.5 750 10 353.895 0.0292817
0.25 750 10 308.555 0.0189088
1 800 10 492.281 0.203453
0.707107 800 10 417.815 0.134391
0.5 800 10 370.511 0.100781
0.25 800 10 326.953 0.0156745
1 800 15 490.625 0.223383
0.707107 800 15 417.326 0.142176
0.5 800 15 369.968 0.110697
0.25 800 15 326.886 0.0127096
1 800 20 488.194 0.229383
0.707107 800 20 415.767 0.207101
0.5 800 20 369.389 0.0838741
0.25 800 20 326.681 0.0408498
1 800 30 481.08 0.261959
0.707107 800 30 411.721 0.11741
0.5 800 30 366.956 0.101581
0.25 800 30 325.994 0.0287936
1 900 10 520.648 0.18912
0.707107 900 10 448.924 0.110946
0.5 900 10 404.073 0.0465993
0.25 900 10 363.987 0.0127845
1 900 15 518.776 0.212402
0.707107 900 15 448.05 0.115077
0.5 900 15 403.679 0.0861094
0.25 900 15 363.965 0.0191262
1 900 20 516.714 0.207274
0.707107 900 20 446.804 0.153038
0.5 900 20 402.844 0.0907866
0.25 900 20 363.679 0.0302666
1 900 30 510.241 0.164276
0.707107 900 30 443.487 0.192842
0.5 900 30 401.626 0.0859551
0.25 900 30 363.398 0.0385277
