# y=sqrt(m0/m) temperature[K] pressure[bar] T_cv[meV/molecule] T_cv_error[meV/molecule]
0.5 3000 100 1177.44 0.0120165
0.25 3000 100 1166.93 0.00216091
1 3000 125 1216.97 0.0340651
0.707107 3000 125 1190.99 0.0248652
0.5 3000 125 1177.37 0.00994412
0.25 3000 125 1166.9 0.00384703
1 3000 150 1217.2 0.0386547
0.707107 3000 150 1191.03 0.0203757
0.5 3000 150 1177.43 0.0145332
0.25 3000 150 1166.92 0.00327096
1 3000 175 1217.63 0.0446486
0.707107 3000 175 1191.28 0.0242669
0.5 3000 175 1177.53 0.0138318
0.25 3000 175 1166.94 0.00616752
1 3000 200 1218.27 0.0197294
0.707107 3000 200 1191.55 0.0270084
0.5 3000 200 1177.66 0.00995791
0.25 3000 200 1166.98 0.00564783
1 3000 225 1219.03 0.0426687
0.707107 3000 225 1191.9 0.0286627
0.5 3000 225 1177.82 0.0179764
0.25 3000 225 1166.99 0.00362858
1 3000 250 1219.93 0.0486841
0.707107 3000 250 1192.42 0.026113
0.5 3000 250 1178.07 0.00937683
0.25 3000 250 1167.07 0.00466408
1 3000 300 1221.97 0.0547431
0.707107 3000 300 1193.41 0.0273219
0.5 3000 300 1178.57 0.0097157
0.25 3000 300 1167.19 nan
1 3000 350 1224.25 0.0235056
0.707107 3000 350 1194.49 0.0101967
0.5 3000 350 1179.1 nan
0.25 3000 350 1167.32 0.00499591
1 3000 400 1226.81 0.0541953
0.707107 3000 400 1195.8 0.0293369
0.5 3000 400 1179.74 0.0130133
0.25 3000 400 1167.49 0.00561698
1 3000 450 1229.28 0.0639455
0.707107 3000 450 1197.03 0.0284213
0.5 3000 450 1180.4 0.0186393
0.25 3000 450 1167.66 0.00230739
1 3000 500 1231.71 0.0300327
0.707107 3000 500 1198.26 0.0253292
0.5 3000 500 1181.06 0.0132643
0.25 3000 500 1167.81 0.00368636
1 3000 50 1219.99 0.0384742
0.707107 3000 50 1192.66 0.0308949
0.5 3000 50 1178.26 0.00593863
0.25 3000 50 1167.14 0.00714506
1 3000 550 1234.05 0.0250808
0.707107 3000 550 1199.51 nan
0.5 3000 550 1181.63 0.0214356
0.25 3000 550 1167.98 0.00450687
1 3000 600 1236.38 0.0639719
0.707107 3000 600 1200.7 0.0510228
0.5 3000 600 1182.25 0.0121118
0.25 3000 600 1168.13 0.000836806
1 3000 700 1240.87 0.0503606
0.707107 3000 700 1203.04 0.0482905
0.5 3000 700 1183.44 0.0313766
0.25 3000 700 1168.41 0.00568243
1 3000 75 1217.97 0.0599888
0.707107 3000 75 1191.41 0.0257931
0.5 3000 75 1177.68 0.0109585
0.25 3000 75 1166.97 nan
1 3000 800 1245.29 0.0664608
0.707107 3000 800 1205.33 0.0350587
0.5 3000 800 1184.6 0.0331663
0.25 3000 800 1168.7 0.00368651
1 3000 85 1217.55 0.036997
0.707107 3000 85 1191.32 0.0266096
0.5 3000 85 1177.55 0.0194832
0.25 3000 85 1166.95 0.0061982
1 3125 100 1263.52 0.0314919
0.707107 3125 100 1238.41 0.0171672
0.5 3125 100 1225.27 0.0124184
0.25 3125 100 1215.22 0.00460047
1 3125 250 1266.33 0.0311
0.707107 3125 250 1239.65 0.0253404
0.5 3125 250 1225.91 0.0121208
0.25 3125 250 1215.37 0.00242834
1 3125 75 1264.16 0.0478889
0.707107 3125 75 1238.73 0.0155108
0.5 3125 75 1225.49 0.0133215
0.25 3125 75 1215.27 0.00461181
1 3125 85 1263.87 0.0384834
0.707107 3125 85 1238.6 0.0039969
0.5 3125 85 1225.36 0.0171958
0.25 3125 85 1215.26 0.00746435
1 3250 100 1309.56 0.048782
0.707107 3250 100 1285.63 0.0267502
0.5 3250 100 1273.17 0.00910898
0.25 3250 100 1263.57 0.00701735
1 3250 125 1309.61 0.0428281
0.707107 3250 125 1285.65 0.0344353
0.5 3250 125 1273.18 0.018171
0.25 3250 125 1263.58 0.00935986
1 3250 150 1309.89 0.0241366
0.707107 3250 150 1285.77 0.033644
0.5 3250 150 1273.19 0.00771452
0.25 3250 150 1263.57 0.00890686
1 3250 200 1310.84 0.0510823
0.707107 3250 200 1286.26 0.0174506
0.5 3250 200 1273.43 0.0133227
0.25 3250 200 1263.63 0.0167766
1 3250 250 1312.43 0.0411223
0.707107 3250 250 1287.02 0.0229342
0.5 3250 250 1273.81 0.00912873
0.25 3250 250 1263.73 0.00610296
1 3250 300 1314.24 0.0230168
0.707107 3250 300 1287.97 0.0253999
0.5 3250 300 1274.28 0.0131102
0.25 3250 300 1263.85 0.0145669
1 3250 400 1318.73 0.0515634
0.707107 3250 400 1290.23 0.0146466
0.5 3250 400 1275.45 0.0102715
0.25 3250 400 1264.14 nan
1 3250 600 1327.64 0.0561807
0.707107 3250 600 1294.81 0.0317989
0.5 3250 600 1277.77 0.0269803
0.25 3250 600 1264.76 0.00848136
1 3250 75 1310.18 0.0536783
0.707107 3250 75 1285.98 0.0172942
0.5 3250 75 1273.32 0.00726473
0.25 3250 75 1263.59 0.00390996
1 3250 85 1309.97 0.02966
0.707107 3250 85 1285.91 0.0251126
0.5 3250 85 1273.27 0.0210137
0.25 3250 85 1263.6 0.0144738
1 3375 100 1356.25 0.0298605
0.707107 3375 100 1333.18 0.0209436
0.5 3375 100 1321.12 0.018756
0.25 3375 100 1311.87 0.00358135
1 3375 85 1356.44 0.0354408
0.707107 3375 85 1333.19 0.0376918
0.5 3375 85 1321.12 0.0108677
0.25 3375 85 1311.89 0.00464116
1 3500 100 1402.93 0.0256
0.707107 3500 100 1380.64 0.0189299
0.5 3500 100 1369.07 0.00850884
0.25 3500 100 1360.22 0.00408819
1 3500 125 1402.92 0.0268346
0.707107 3500 125 1380.63 0.0133819
0.5 3500 125 1369.08 0.0160158
0.25 3500 125 1360.23 0.00425703
1 3500 150 1403.29 0.0369898
0.707107 3500 150 1380.73 0.00553454
0.5 3500 150 1369.13 0.0117171
0.25 3500 150 1360.24 0.00346223
1 3500 175 1403.71 0.0313337
0.707107 3500 175 1380.93 0.0146925
0.5 3500 175 1369.22 0.00982502
0.25 3500 175 1360.26 0.00526146
1 3500 200 1404.22 0.017927
0.707107 3500 200 1381.18 0.0256826
0.5 3500 200 1369.37 0.0128213
0.25 3500 200 1360.28 0.00416892
1 3500 225 1404.91 0.0222166
0.707107 3500 225 1381.59 nan
0.5 3500 225 1369.52 0.0130012
0.25 3500 225 1360.32 nan
1 3500 250 1405.68 0.0351077
0.707107 3500 250 1381.91 0.0230368
0.5 3500 250 1369.71 0.00907076
0.25 3500 250 1360.37 0.00258415
1 3500 300 1407.5 0.0361473
0.707107 3500 300 1382.8 0.0170655
0.5 3500 300 1370.15 0.00740313
0.25 3500 300 1360.49 0.00412937
1 3500 350 1409.56 0.0327169
0.707107 3500 350 1383.84 0.0321966
0.5 3500 350 1370.64 0.0148327
0.25 3500 350 1360.62 0.00625564
1 3500 400 1411.66 0.0542333
0.707107 3500 400 1384.94 0.0167311
0.5 3500 400 1371.23 0.0151261
0.25 3500 400 1360.74 0.00480071
1 3500 450 1413.88 0.0516035
0.707107 3500 450 1386.03 0.0169579
0.5 3500 450 1371.78 0.0116171
0.25 3500 450 1360.89 0.00197514
1 3500 500 1416 0.0440821
0.707107 3500 500 1387.13 0.0317981
0.5 3500 500 1372.3 0.0167344
0.25 3500 500 1361.04 nan
1 3500 550 1418.05 0.0932019
0.707107 3500 550 1388.22 0.0254147
0.5 3500 550 1372.88 0.0183743
0.25 3500 550 1361.17 0.00658259
1 3500 600 1420.04 0.0291177
0.707107 3500 600 1389.13 nan
0.5 3500 600 1373.37 0.0125574
0.25 3500 600 1361.3 0.00903245
1 3500 75 1403.2 nan
0.707107 3500 75 1380.83 0.0251661
0.5 3500 75 1369.18 0.01899
0.25 3500 75 1360.25 0.00362849
1 3500 800 1427.91 0.0385564
0.707107 3500 800 1393.22 0.0530597
0.5 3500 800 1375.35 0.0275962
0.25 3500 800 1361.79 0.00771832
1 3625 100 1449.43 0.0381899
0.707107 3625 100 1428.14 0.0226589
0.5 3625 100 1417.03 0.0139884
0.25 3625 100 1408.56 0.000648328
1 3750 100 1496.59 0.0164017
0.707107 3750 100 1475.83 0.0186517
0.5 3750 100 1465.13 0.00943822
0.25 3750 100 1456.94 0.0027737
1 3750 125 1496.62 0.0284712
0.707107 3750 125 1475.83 0.0145545
0.5 3750 125 1465.13 0.014577
0.25 3750 125 1456.94 0.00320218
1 3750 150 1497.08 0.0469668
0.707107 3750 150 1475.99 0.00909192
0.5 3750 150 1465.2 0.0137603
0.25 3750 150 1456.95 0.00614733
1 3750 200 1497.97 0.0195393
0.707107 3750 200 1476.44 0.0220238
0.5 3750 200 1465.42 0.0107752
0.25 3750 200 1457.01 0.00511214
1 3750 250 1499.42 0.0291607
0.707107 3750 250 1477.14 0.0264454
0.5 3750 250 1465.78 0.0122179
0.25 3750 250 1457.08 0.00466295
1 3750 300 1501.05 0.0338015
0.707107 3750 300 1477.99 0.0183113
0.5 3750 300 1466.18 0.0158957
0.25 3750 300 1457.19 0.00529213
1 3750 400 1504.97 0.0408263
0.707107 3750 400 1479.99 nan
0.5 3750 400 1467.18 0.0239519
0.25 3750 400 1457.45 nan
1 3750 600 1512.94 0.0540276
0.707107 3750 600 1484.12 nan
0.5 3750 600 1469.19 0.0107689
0.25 3750 600 1457.95 0.000996308
1 4000 100 1590.09 0.0270846
0.707107 4000 100 1570.93 0.0196429
0.5 4000 100 1561.16 0.0128616
0.25 4000 100 1553.66 0.00366533
1 4000 125 1590.53 0.0331261
0.707107 4000 125 1571.23 0.0134162
0.5 4000 125 1561.27 0.0147626
0.25 4000 125 1553.68 0.00298295
1 4000 150 1590.9 0.0272849
0.707107 4000 150 1571.38 0.0155192
0.5 4000 150 1561.35 0.00991862
0.25 4000 150 1553.7 0.00298934
1 4000 175 1591.32 0.0393857
0.707107 4000 175 1571.6 0.0159392
0.5 4000 175 1561.45 0.00914896
0.25 4000 175 1553.72 0.00561221
1 4000 200 1591.89 0.0395423
0.707107 4000 200 1571.8 0.0301393
0.5 4000 200 1561.59 0.0111794
0.25 4000 200 1553.75 0.00640892
1 4000 225 1592.52 0.0391453
0.707107 4000 225 1572.23 nan
0.5 4000 225 1561.72 0.0153352
0.25 4000 225 1553.79 0.00449518
1 4000 250 1593.26 0.0456316
0.707107 4000 250 1572.51 0.0168997
0.5 4000 250 1561.92 0.0150386
0.25 4000 250 1553.83 0.00845604
1 4000 300 1594.8 0.0420652
0.707107 4000 300 1573.26 0.0115583
0.5 4000 300 1562.3 0.012401
0.25 4000 300 1553.93 0.00444769
1 4000 350 1596.66 0.0113834
0.707107 4000 350 1574.24 0.00976587
0.5 4000 350 1562.76 0.00596047
0.25 4000 350 1554.04 0.00526229
1 4000 400 1598.59 0.0773269
0.707107 4000 400 1575.21 0.0260714
0.5 4000 400 1563.27 nan
0.25 4000 400 1554.18 0.00470059
1 4000 450 1600.5 0.0532481
0.707107 4000 450 1576.21 0.0171756
0.5 4000 450 1563.74 0.0111629
0.25 4000 450 1554.3 0.00327705
1 4000 500 1602.51 0.0419085
0.707107 4000 500 1577.17 0.012164
0.5 4000 500 1564.22 0.0203848
0.25 4000 500 1554.41 0.00757794
1 4000 550 1604.26 0.0519138
0.707107 4000 550 1578.07 0.031576
0.5 4000 550 1564.74 0.015716
0.25 4000 550 1554.54 0.00327671
1 4000 600 1606.12 0.0481351
0.707107 4000 600 1579.01 0.0115223
0.5 4000 600 1565.19 0.0195814
0.25 4000 600 1554.65 0.00527101
1 4000 700 1609.53 0.0839527
0.707107 4000 700 1580.73 0.0570575
0.5 4000 700 1566.02 0.0299364
0.25 4000 700 1554.86 0.00482148
1 4000 800 1612.94 0.0476615
0.707107 4000 800 1582.43 nan
0.5 4000 800 1566.9 nan
0.25 4000 800 1555.09 0.00377153
1 4250 150 1685.31 0.0485351
0.707107 4250 150 1666.99 0.00576057
0.5 4250 150 1657.6 0.0086544
0.25 4250 150 1650.47 0.00200674
1 4250 175 1685.71 0.0290197
0.707107 4250 175 1667.19 0.0097204
0.5 4250 175 1657.73 0.0096123
0.25 4250 175 1650.5 0.00310923
1 4250 200 1686.24 0.0252727
0.707107 4250 200 1667.49 0.0240525
0.5 4250 200 1657.84 0.0113748
0.25 4250 200 1650.52 0.00558367
1 4250 240 1687.37 0.0445976
0.707107 4250 240 1668 0.0144445
0.5 4250 240 1658.09 0.0117717
0.25 4250 240 1650.59 0.00248792
1 4250 250 1687.55 0.037269
0.707107 4250 250 1668.13 0.0178423
0.5 4250 250 1658.17 0.00709643
0.25 4250 250 1650.6 0.00342301
1 4250 300 1689.09 0.0208258
0.707107 4250 300 1668.85 0.0176221
0.5 4250 300 1658.55 0.0227584
0.25 4250 300 1650.69 0.00315554
1 4250 400 1692.71 0.0303265
0.707107 4250 400 1670.65 0.0317365
0.5 4250 400 1659.44 0.0159315
0.25 4250 400 1650.92 nan
1 4250 600 1699.95 0.0449563
0.707107 4250 600 1674.31 0.0298381
0.5 4250 600 1661.26 0.00683625
0.25 4250 600 1651.38 0.00434425
1 4500 175 1780.38 0.0235007
0.707107 4500 175 1762.94 0.0185775
0.5 4500 175 1754.07 0.00950398
0.25 4500 175 1747.3 0.00152257
1 4500 200 1780.91 0.0226731
0.707107 4500 200 1763.22 0.0147458
0.5 4500 200 1754.19 0.00898172
0.25 4500 200 1747.33 0.00319088
1 4500 225 1781.55 0.0191916
0.707107 4500 225 1763.52 0.00183027
0.5 4500 225 1754.3 0.00957289
0.25 4500 225 1747.36 0.00204208
1 4500 250 1782.16 0.0222276
0.707107 4500 250 1763.85 0.0184618
0.5 4500 250 1754.51 0.0108071
0.25 4500 250 1747.41 0.00365074
1 4500 300 1783.65 0.0249361
0.707107 4500 300 1764.59 0.0155154
0.5 4500 300 1754.87 0.00646275
0.25 4500 300 1747.51 0.00460929
1 4500 400 1787.12 0.0255108
0.707107 4500 400 1766.3 0.0303571
0.5 4500 400 1755.75 0.00948315
0.25 4500 400 1747.73 0.00497577
1 4500 450 1788.95 0.0288206
0.707107 4500 450 1767.19 0.00780561
0.5 4500 450 1756.2 0.0151037
0.25 4500 450 1747.83 0.00637268
1 4500 500 1790.65 0.0220426
0.707107 4500 500 1768.11 0.0044736
0.5 4500 500 1756.62 0.0155984
0.25 4500 500 1747.94 0.00305336
1 4500 550 1792.4 nan
0.707107 4500 550 1768.97 0.0319549
0.5 4500 550 1757.03 nan
0.25 4500 550 1748.05 0.00621229
1 4500 600 1793.98 0.0281352
0.707107 4500 600 1769.73 0.0128495
0.5 4500 600 1757.48 0.0162498
0.25 4500 600 1748.16 0.000842518
1 4500 800 1800.02 0.0395829
0.707107 4500 800 1772.84 nan
0.5 4500 800 1758.98 0.00760304
0.25 4500 800 1748.54 0.00500142
1 4750 200 1875.89 0.0178979
0.707107 4750 200 1859.1 0.0161188
0.5 4750 200 1850.58 0.00326737
0.25 4750 200 1844.12 0.003419
1 4750 250 1877.12 0.027219
0.707107 4750 250 1859.74 0.0205856
0.5 4750 250 1850.91 0.00839788
0.25 4750 250 1844.2 0.00369532
1 4750 300 1878.57 0.011797
0.707107 4750 300 1860.42 0.0204621
0.5 4750 300 1851.24 0.0137181
0.25 4750 300 1844.28 nan
1 4750 400 1881.91 0.0362192
0.707107 4750 400 1862.14 nan
0.5 4750 400 1852.1 0.00736272
0.25 4750 400 1844.5 0.0059233
1 4750 600 1888.56 0.00719495
0.707107 4750 600 1865.44 0.0151203
0.5 4750 600 1853.77 nan
0.25 4750 600 1844.91 nan
1 5000 100 1968.59 nan
1 5000 200 1971.02 0.0315316
0.707107 5000 200 1955.11 0.0100262
0.5 5000 200 1947.03 0.00648843
0.25 5000 200 1940.95 0.00418851
1 5000 225 0 nan
0.707107 5000 225 1955.39 0.0135457
0.5 5000 225 1947.19 0.0126141
0.25 5000 225 1940.98 0.00411814
1 5000 250 1972.23 0.0217811
0.707107 5000 250 1955.7 0.00963519
0.5 5000 250 1947.34 0.00599122
0.25 5000 250 1941.02 0.00456399
1 5000 300 1973.62 0.0416373
0.707107 5000 300 1956.4 0.0218941
0.5 5000 300 1947.69 0.0107945
0.25 5000 300 1941.11 0.00273606
1 5000 400 1976.83 0.0238488
0.707107 5000 400 1958.05 0.0496943
0.5 5000 400 1948.48 0.0126537
0.25 5000 400 1941.3 0.00262404
1 5000 450 1978.54 0.0244206
0.707107 5000 450 1958.84 0.00949393
0.5 5000 450 1948.9 0.00821332
0.25 5000 450 1941.41 0.00190284
1 5000 500 1980.19 0.012218
0.707107 5000 500 0 nan
0.5 5000 500 1949.31 0.0173991
0.25 5000 500 1941.51 0.00121508
1 5000 550 1981.81 nan
0.707107 5000 550 1960.47 0.0248657
0.5 5000 550 1949.72 nan
0.25 5000 550 1941.61 0.00307143
1 5000 600 1983.28 0.0366768
0.707107 5000 600 1961.19 0.0204895
0.5 5000 600 1950.08 0.0148588
0.25 5000 600 1941.71 nan
1 5000 700 1986.07 0.0278458
0.707107 5000 700 1962.65 0.0742493
0.5 5000 700 1950.82 nan
0.25 5000 700 1941.88 0.00328093
1 5000 800 1988.9 0.0372849
0.707107 5000 800 1964.05 0.0301035
0.5 5000 800 1951.49 nan
0.25 5000 800 1942.06 nan
1 500 100 379.878 0.111124
0.707107 500 100 305.11 0.0826113
0.5 500 100 257.534 0.0766101
0.25 500 100 212.354 0.0252243
1 500 10 413.858 0.148814
0.707107 500 10 331.873 0.10049
0.5 500 10 276.041 0.0741049
0.25 500 10 218.687 0.0240681
1 500 125 385.75 0.159727
0.707107 500 125 306.189 0.132963
0.5 500 125 256.858 0.0544403
0.25 500 125 211.727 0.0208267
1 500 150 393.883 0.188589
0.707107 500 150 310.129 0.162106
0.5 500 150 258.53 0.0624599
0.25 500 150 211.98 0.0233081
1 500 15 412.714 0.191509
0.707107 500 15 330.766 0.140976
0.5 500 15 275.852 0.0604625
0.25 500 15 218.897 0.0223269
1 500 175 402.306 0.127337
0.707107 500 175 314.632 0.113922
0.5 500 175 260.928 0.0557593
0.25 500 175 212.568 0.0121902
1 500 200 410.889 0.167
0.707107 500 200 319.968 0.108004
0.5 500 200 263.793 0.0707299
0.25 500 200 213.366 0.040141
1 500 20 410.035 0.154523
0.707107 500 20 329.968 0.163277
0.5 500 20 275.129 0.15501
0.25 500 20 218.541 0.0304834
1 500 225 419.19 0.205181
0.707107 500 225 325.153 0.0318357
0.5 500 225 266.992 0.0802633
0.25 500 225 214.302 0.031139
1 500 250 427.342 0.211538
0.707107 500 250 330.764 0.165843
0.5 500 250 270.287 0.0641917
0.25 500 250 215.342 0.0129484
1 500 300 442.649 0.241804
0.707107 500 300 340.904 0.149778
0.5 500 300 276.857 0.0545524
0.25 500 300 217.452 0.0270186
1 500 30 413.051 0.126683
0.707107 500 30 331.258 0.0886695
0.5 500 30 275.176 0.0809458
0.25 500 30 218.4 0.0318017
1 500 350 450.034 0.189581
0.707107 500 350 346.639 0.157934
0.5 500 350 280.583 0.0922416
0.25 500 350 218.759 0.031236
1 500 400 468.043 0.0577367
0.707107 500 400 358.357 0.118283
0.5 500 400 288.312 0.134749
0.25 500 400 221.252 0.026175
1 500 450 478.82 0.26104
0.707107 500 450 365.654 0.209628
0.5 500 450 293.012 0.17899
0.25 500 450 0 nan
1 500 500 488.393 0.145826
0.707107 500 500 372.772 0.0837067
0.5 500 500 297.33 0.116831
0.25 500 500 224.304 0.0433826
1 500 50 405.272 0.192724
0.707107 500 50 325.144 nan
0.5 500 50 270.594 0.0635009
0.25 500 50 216.757 0.0174899
1 500 550 497.074 0.400396
0.707107 500 550 378.701 0.158428
0.5 500 550 301.151 0.0786535
0.25 500 550 225.682 0.0364443
1 500 600 497.739 0.202451
0.707107 500 600 377.825 nan
0.5 500 600 300.829 0.084093
0.25 500 600 225.613 nan
1 500 60 401.438 0.259621
0.707107 500 60 322.441 0.117267
0.5 500 60 269.089 0.0706196
0.25 500 60 216.164 0.0395661
1 500 700 518.936 0.0885445
0.707107 500 700 390.435 0.167954
0.5 500 700 311.171 0.110392
0.25 500 700 228.836 0.03599
1 500 75 392.156 0.672666
0.707107 500 75 317.542 0.169905
0.5 500 75 265.073 0.197996
0.25 500 75 215.148 0.0341329
1 500 800 531.686 0.236318
0.707107 500 800 399.529 0.429338
0.5 500 800 316.166 0.153042
0.25 500 800 230.406 0.0449452
1 5250 200 2066.04 0.0267843
0.707107 5250 200 2051.07 0.010317
0.5 5250 200 2043.52 0.0126949
0.25 5250 200 2037.78 0.00331693
1 5250 225 2066.64 0.0378098
0.707107 5250 225 2051.38 0.0275501
0.5 5250 225 2043.67 0.0039923
0.25 5250 225 2037.8 0.0017357
1 5250 250 2067.24 0.0222411
0.707107 5250 250 2051.72 0.0119606
0.5 5250 250 2043.82 0.00544853
0.25 5250 250 2037.85 0.00263907
1 5250 300 2068.58 0.0341958
0.707107 5250 300 2052.37 0.0136918
0.5 5250 300 2044.16 0.0101815
0.25 5250 300 2037.93 0.0038819
1 5250 400 2071.68 0.0217633
0.707107 5250 400 2053.93 0.0214852
0.5 5250 400 2044.93 0.00590638
0.25 5250 400 2038.13 0.00239076
1 5250 600 2077.59 nan
0.707107 5250 600 2056.97 nan
0.5 5250 600 2046.46 nan
0.25 5250 600 2038.52 0.00745466
1 5500 250 2162.63 0.0170748
0.707107 5500 250 2147.84 0.0208963
0.5 5500 250 2140.37 0.0107058
0.25 5500 250 2134.69 0.00427039
1 5500 300 2164.03 0.0843843
0.707107 5500 300 2148.5 0.00366961
0.5 5500 300 2140.68 0.0064365
0.25 5500 300 2134.77 0.00334904
1 5500 400 2167 0.0413329
0.707107 5500 400 2150.03 nan
0.5 5500 400 2141.44 0.00185644
0.25 5500 400 2134.96 0.00591597
1 5500 450 2168.53 0.032215
0.707107 5500 450 2150.81 0.0165673
0.5 5500 450 2141.82 nan
0.25 5500 450 2135.06 nan
1 5500 550 2171.48 0.0313282
0.707107 5500 550 2152.31 0.0290875
0.5 5500 550 0 nan
0.25 5500 550 2135.25 0.00209632
1 5500 600 2172.9 0.0259776
0.707107 5500 600 2152.97 nan
0.5 5500 600 2142.91 nan
0.25 5500 600 2135.33 0.00291435
1 5500 700 2175.5 0.040874
0.707107 5500 700 2154.29 0.0209052
0.5 5500 700 2143.56 nan
0.25 5500 700 2135.5 0.00285885
1 5500 800 2177.95 0.00661709
0.707107 5500 800 2155.52 0.0165035
0.5 5500 800 2144.22 0.0190904
0.25 5500 800 2135.66 0.000675085
1 600 10 438.583 0.21641
0.707107 600 10 359.275 0.123516
0.5 600 10 306.342 0.0863408
0.25 600 10 254.186 0.0180142
1 600 20 435.616 0.234249
0.707107 600 20 359.827 0.208179
0.5 600 20 306.769 0.188296
0.25 600 20 254.388 0.0350666
1 625 100 409.097 0.12932
0.707107 625 100 339.661 0.0897247
0.5 625 100 296.817 0.0487603
0.25 625 100 257.569 0.0177352
1 625 50 434.081 0.159406
0.707107 625 50 358.089 0.102242
0.5 625 50 308.62 0.0955867
0.25 625 50 261.258 0.0190237
1 700 10 465.008 0.125688
0.707107 700 10 388.166 0.174142
0.5 700 10 337.762 0.111287
0.25 700 10 290.297 0.0255551
1 750 100 441.849 0.113048
0.707107 750 100 377.475 0.0636036
0.5 750 100 338.479 0.0781614
0.25 750 100 303.865 0.0165478
1 750 10 478.651 0.159142
0.707107 750 10 402.699 0.119792
0.5 750 10 354.027 0.06863
0.25 750 10 308.542 0.0263051
1 750 125 444.355 0.0880898
0.707107 750 125 377.171 0.0387968
0.5 750 125 337.629 0.0429146
0.25 750 125 303.437 0.0171026
1 750 150 449.92 0.0784172
0.707107 750 150 379.577 0.0357582
0.5 750 150 338.521 0.0301681
0.25 750 150 303.652 0.013843
1 750 15 477.065 0.204046
0.707107 750 15 402.323 0.148245
0.5 750 15 353.85 0.0437706
0.25 750 15 308.385 0.0240721
1 750 200 463.066 0.0865338
0.707107 750 200 386.539 0.0645698
0.5 750 200 342.055 0.0422388
0.25 750 200 304.508 0.0125724
1 750 20 475.151 0.260703
0.707107 750 20 403.955 0.0690057
0.5 750 20 354.711 0.122648
0.25 750 20 308.82 0.0256744
1 750 250 476.153 0.0491541
0.707107 750 250 394.139 0.0957015
0.5 750 250 346.236 0.0579783
0.25 750 250 305.622 0.0134157
1 750 300 488.815 0.0641954
0.707107 750 300 401.816 0.0366791
0.5 750 300 350.661 0.0452697
0.25 750 300 306.862 0.014991
1 750 30 476.231 0.256415
0.707107 750 30 401.955 0.291369
0.5 750 30 353.429 0.0655283
0.25 750 30 308.453 0.0384952
1 750 400 512.033 0.169452
0.707107 750 400 416.307 0.107876
0.5 750 400 359.156 0.0291362
0.25 750 400 309.346 0.0267549
1 750 50 465.436 0.167893
0.707107 750 50 394.836 0.122852
0.5 750 50 349.195 0.0857582
0.25 750 50 307.143 0.0351335
1 750 600 548.506 0.164327
0.707107 750 600 440.025 0.0890523
0.5 750 600 373.22 0.00773184
0.25 750 600 313.571 nan
1 750 75 451.209 0.138155
0.707107 750 75 385.343 0.102158
0.5 750 75 343.72 0.0656386
0.25 750 75 305.503 0.0220719
1 800 10 492.444 0.137369
0.707107 800 10 418.087 0.0918148
0.5 800 10 370.408 0.063252
0.25 800 10 326.984 0.0176922
1 875 100 477.291 0.0791041
0.707107 875 100 417.494 0.0470849
0.5 875 100 381.684 0.0419314
0.25 875 100 350.7 0.0189431
1 875 250 506.443 0.0816006
0.707107 875 250 430.956 0.082561
0.5 875 250 387.82 0.0476759
0.25 875 250 352.098 0.0102243
1 875 400 539.553 0.108143
0.707107 875 400 450.692 0.0500016
0.5 875 400 398.831 nan
0.25 875 400 355.151 0.00577458
1 875 50 500.109 0.1826
0.707107 875 50 433.884 0.118845
0.5 875 50 391.218 0.0889664
0.25 875 50 353.61 0.032932
1 875 600 575.124 0.158242
0.707107 875 600 472.91 0.14466
0.5 875 600 411.74 0.0436314
0.25 875 600 358.824 nan
1 900 10 520.539 0.199703
0.707107 900 10 448.554 0.10893
0.5 900 10 404.003 0.0383174
0.25 900 10 364.029 0.0113874
1 900 20 517.747 0.533302
0.707107 900 20 449.77 0.135287
0.5 900 20 404.716 0.104433
0.25 900 20 364.272 0.0256401
1 900 30 517.88 0.167613
0.707107 900 30 447.594 0.107887
0.5 900 30 403.22 0.0545045
0.25 900 30 363.903 0.017035
