# y=sqrt(m0/m) temperature[K] pressure[bar] T_cv[meV/molecule] T_cv_error[meV/molecule]
0.25 2875 85 1118.66 0.00564343
1 3000 100 1217.16 0.050651
0.707107 3000 100 1191.07 0.0210123
0.5 3000 100 1177.49 0.00863507
0.25 3000 100 1166.93 0.0052506
1 3000 125 1217.12 0.0364081
0.707107 3000 125 1191.06 0.0273914
0.5 3000 125 1177.43 0.011352
0.25 3000 125 1166.91 0.00787063
1 3000 150 1217.28 0.0321829
0.707107 3000 150 1191.08 0.0272542
0.5 3000 150 1177.45 0.0125343
0.25 3000 150 1166.91 0.00784134
1 3000 175 1217.79 0.036452
0.707107 3000 175 1191.28 0.025411
0.5 3000 175 1177.55 0.00936552
0.25 3000 175 1166.94 0.00722069
1 3000 200 1218.34 0.0351567
0.707107 3000 200 1191.58 0.0262835
0.5 3000 200 1177.7 0.0129294
0.25 3000 200 1166.97 0.00712515
1 3000 225 1219.13 0.0321322
0.707107 3000 225 1192.01 0.0292869
0.5 3000 225 1177.87 0.0153134
0.25 3000 225 1167.02 0.00659635
1 3000 250 1219.9 0.0747995
0.707107 3000 250 1192.38 0.0261174
0.5 3000 250 1178.06 0.0178813
0.25 3000 250 1167.06 0.00567485
1 3000 300 1221.91 0.0453018
0.707107 3000 300 1193.36 0.0316652
0.5 3000 300 1178.57 0.0133879
0.25 3000 300 1167.18 0.00659571
1 3000 350 1224.3 0.0472387
0.707107 3000 350 1194.57 0.0308295
0.5 3000 350 1179.13 0.0146896
0.25 3000 350 1167.33 0.00352492
1 3000 400 1226.75 0.0430317
0.707107 3000 400 1195.78 0.0249159
0.5 3000 400 1179.8 0.00610631
0.25 3000 400 1167.49 0.00182468
1 3000 450 1229.23 0.039441
0.707107 3000 450 1197.07 0.0434797
0.5 3000 450 1180.4 0.029903
0.25 3000 450 1167.67 0.0121739
1 3000 500 1231.68 0.0129368
0.707107 3000 500 1198.39 0.0343215
0.5 3000 500 1181.06 0.0215173
0.25 3000 500 1167.83 0.00794969
1 3000 50 1220.01 0.0543281
0.707107 3000 50 1192.69 0.0260497
0.5 3000 50 1178.26 0.0162027
0.25 3000 50 1167.15 0.00906967
1 3000 550 1234.16 0.0532615
0.707107 3000 550 1199.55 0.0366208
0.5 3000 550 1181.71 0.0216818
0.25 3000 550 1168 nan
1 3000 600 1236.63 0.0830442
0.707107 3000 600 1200.91 0.0312565
0.5 3000 600 1182.28 0.015349
0.25 3000 600 1168.12 0.00807276
1 3000 700 1241.23 0.0589532
0.707107 3000 700 1203.2 0.0193532
0.5 3000 700 1183.54 0.0290164
0.25 3000 700 1168.44 0.00587943
1 3000 75 1218.01 0.0529677
0.707107 3000 75 1191.6 0.0318435
0.5 3000 75 1177.75 0.020262
0.25 3000 75 1167 0.00584769
1 3000 800 1245.76 0.064425
0.707107 3000 800 1205.54 0.0357121
0.5 3000 800 1184.71 0.00849056
0.25 3000 800 1168.74 0.0064657
1 3000 85 1217.55 0.0635988
0.707107 3000 85 1191.35 0.0177796
0.5 3000 85 1177.61 0.0194822
0.25 3000 85 1166.97 0.00611729
1 3125 100 1263.54 0.0486172
0.707107 3125 100 1238.44 0.0308302
0.5 3125 100 1225.33 0.014308
0.25 3125 100 1215.22 0.00564615
1 3125 250 1266.38 0.0292367
0.707107 3125 250 1239.7 0.0238391
0.5 3125 250 1225.93 0.0108724
0.25 3125 250 1215.37 0.00642869
1 3125 75 1264.36 0.0470614
0.707107 3125 75 1238.86 0.0265639
0.5 3125 75 1225.54 0.0129044
0.25 3125 75 1215.29 0.00477609
1 3125 85 1263.96 0.0347202
0.707107 3125 85 1238.63 0.0290592
0.5 3125 85 1225.4 0.0166873
0.25 3125 85 1215.26 0.00657693
1 3250 100 1309.67 0.0428571
0.707107 3250 100 1285.71 0.0269821
0.5 3250 100 1273.18 0.0168819
0.25 3250 100 1263.57 0.00484029
1 3250 125 1309.69 0.0332082
0.707107 3250 125 1285.71 0.0159996
0.5 3250 125 1273.15 0.0113686
0.25 3250 125 1263.57 0.00847357
1 3250 150 1309.84 0.0131793
0.707107 3250 150 1285.75 0.0270664
0.5 3250 150 1273.22 0.0185399
0.25 3250 150 1263.56 0.00787673
1 3250 200 1310.93 0.058348
0.707107 3250 200 1286.25 0.0161656
0.5 3250 200 1273.44 0.00923959
0.25 3250 200 1263.62 0.00811305
1 3250 250 1312.39 0.0571198
0.707107 3250 250 1287.01 0.0274949
0.5 3250 250 1273.85 0.0141451
0.25 3250 250 1263.72 0.00663321
1 3250 300 1314.38 0.0272512
0.707107 3250 300 1287.92 0.0295306
0.5 3250 300 1274.28 0.0114664
0.25 3250 300 1263.83 0.00732204
1 3250 400 1318.86 0.0370067
0.707107 3250 400 1290.2 0.0273116
0.5 3250 400 1275.43 0.0106605
0.25 3250 400 1264.11 0.00894394
1 3250 600 1327.98 0.0384694
0.707107 3250 600 1294.85 0.0286715
0.5 3250 600 1277.78 0.009949
0.25 3250 600 1264.73 0.00826528
1 3250 85 1309.86 0.0233479
0.707107 3250 85 1285.87 0.0266553
0.5 3250 85 1273.29 0.0163315
0.25 3250 85 1263.59 0.00751121
1 3375 100 1356.38 0.0310529
0.707107 3375 100 1333.19 0.0271241
0.5 3375 100 1321.13 0.0107175
0.25 3375 100 1311.89 0.00424274
1 3375 85 1356.7 0.0510821
0.707107 3375 85 1333.29 0.0210078
0.5 3375 85 1321.2 0.0168478
0.25 3375 85 1311.9 0.00214438
1 3500 100 1402.88 0.0544095
0.707107 3500 100 1380.66 0.0260197
0.5 3500 100 1369.08 0.0159267
0.25 3500 100 1360.22 0.00369788
1 3500 125 1403.06 0.0341021
0.707107 3500 125 1380.68 0.0220764
0.5 3500 125 1369.11 0.0115157
0.25 3500 125 1360.22 0.00474292
1 3500 150 1403.32 0.0423905
0.707107 3500 150 1380.75 0.0260472
0.5 3500 150 1369.12 0.0142592
0.25 3500 150 1360.23 0.00580718
1 3500 175 1403.73 0.0324265
0.707107 3500 175 1381 0.0231419
0.5 3500 175 1369.23 0.00929698
0.25 3500 175 1360.26 0.00850704
1 3500 200 1404.35 0.0235479
0.707107 3500 200 1381.3 0.0208955
0.5 3500 200 1369.39 0.00998354
0.25 3500 200 1360.31 0.00560909
1 3500 225 1405.04 0.0477472
0.707107 3500 225 1381.55 0.0237267
0.5 3500 225 1369.54 0.0130207
0.25 3500 225 1360.34 0.00422816
1 3500 250 1405.65 0.044467
0.707107 3500 250 1381.97 0.0191964
0.5 3500 250 1369.74 0.00847056
0.25 3500 250 1360.37 0.00518684
1 3500 300 1407.52 0.0269509
0.707107 3500 300 1382.85 0.0134493
0.5 3500 300 1370.17 0.0119184
0.25 3500 300 1360.49 0.00327831
1 3500 350 1409.5 0.0457896
0.707107 3500 350 1383.84 0.029203
0.5 3500 350 1370.67 0.0148944
0.25 3500 350 1360.62 nan
1 3500 400 1411.78 0.0353235
0.707107 3500 400 1384.99 0.028971
0.5 3500 400 1371.23 0.018396
0.25 3500 400 1360.74 0.00398212
1 3500 450 1414.01 0.00887462
0.707107 3500 450 1386.08 0.0408041
0.5 3500 450 1371.79 0.0130868
0.25 3500 450 1360.89 0.0037894
1 3500 500 1416.19 0.0330697
0.707107 3500 500 1387.19 0.0206289
0.5 3500 500 1372.35 0.0196208
0.25 3500 500 1361.04 0.0030677
1 3500 550 1418.18 0.027578
0.707107 3500 550 1388.25 0.0380784
0.5 3500 550 1372.89 0.0130332
0.25 3500 550 1361.16 0.00431988
1 3500 600 1420.36 0.0504827
0.707107 3500 600 1389.36 0.0192771
0.5 3500 600 1373.43 0.0185056
0.25 3500 600 1361.31 0.0101106
1 3500 75 1403.31 0.0391218
0.707107 3500 75 1380.84 0.0225661
0.5 3500 75 1369.17 0.0211841
0.25 3500 75 1360.24 0.00531482
1 3500 800 1428.17 0.0486092
0.707107 3500 800 1393.39 0.0323736
0.5 3500 800 1375.46 0.0106988
0.25 3500 800 1361.82 0.00645816
1 3625 100 1449.65 0.0572975
0.707107 3625 100 1428.19 0.0264632
0.5 3625 100 1417.11 0.0130604
0.25 3625 100 1408.59 0.00599621
1 3750 100 1496.6 0.0408507
0.707107 3750 100 1475.74 0.0277676
0.5 3750 100 1465.12 0.0113317
0.25 3750 100 1456.94 0.00509317
1 3750 125 1496.73 0.0403818
0.707107 3750 125 1475.9 0.0225728
0.5 3750 125 1465.12 0.0131022
0.25 3750 125 1456.94 0.00491132
1 3750 150 1497.03 0.0415426
0.707107 3750 150 1475.99 0.0154434
0.5 3750 150 1465.2 0.0160573
0.25 3750 150 1456.96 0.00221778
1 3750 200 1498.11 0.0335158
0.707107 3750 200 1476.48 0.0186969
0.5 3750 200 1465.43 0.0133993
0.25 3750 200 1457.01 0.00250428
1 3750 250 1499.42 0.0535849
0.707107 3750 250 1477.21 0.0289678
0.5 3750 250 1465.79 0.0114442
0.25 3750 250 1457.09 0.00815094
1 3750 300 1501.11 0.0372697
0.707107 3750 300 1478 0.0218546
0.5 3750 300 1466.2 0.0121741
0.25 3750 300 1457.19 nan
1 3750 400 1505.13 0.0325418
0.707107 3750 400 1480 0.0269972
0.5 3750 400 1467.22 0.0145033
0.25 3750 400 1457.45 0.00632807
1 3750 600 1513.35 0.0291114
0.707107 3750 600 1484.1 0.0229146
0.5 3750 600 1469.3 nan
0.25 3750 600 1457.98 0.00292763
1 4000 100 1590.09 0.0317989
0.707107 4000 100 1570.99 0.0227002
0.5 4000 100 1561.19 0.0153901
0.25 4000 100 1553.65 0.00452773
1 4000 125 1590.57 0.0303686
0.707107 4000 125 1571.27 0.0188985
0.5 4000 125 1561.3 0.00954633
0.25 4000 125 1553.69 0.00463247
1 4000 150 1590.89 0.025449
0.707107 4000 150 1571.39 0.0191829
0.5 4000 150 1561.36 0.0112612
0.25 4000 150 1553.7 0.00586612
1 4000 175 1591.44 0.0322159
0.707107 4000 175 1571.66 0.0171554
0.5 4000 175 1561.48 0.0126946
0.25 4000 175 1553.73 0.00650205
1 4000 200 1591.98 0.025602
0.707107 4000 200 1571.88 0.0165126
0.5 4000 200 1561.61 0.0114244
0.25 4000 200 1553.76 0.00397321
1 4000 225 1592.61 0.0228161
0.707107 4000 225 1572.19 0.0217578
0.5 4000 225 1561.78 0.00905325
0.25 4000 225 1553.8 0.00390025
1 4000 250 1593.27 0.0408704
0.707107 4000 250 1572.53 0.0185376
0.5 4000 250 1561.92 0.0107526
0.25 4000 250 1553.84 0.00345985
1 4000 300 1594.91 0.0348153
0.707107 4000 300 1573.41 0.0398823
0.5 4000 300 1562.33 0.009947
0.25 4000 300 1553.94 0.00509921
1 4000 350 1596.71 0.0311209
0.707107 4000 350 1574.28 0.0188812
0.5 4000 350 1562.78 0.00800976
0.25 4000 350 1554.06 0.00698311
1 4000 400 1598.67 0.0255296
0.707107 4000 400 1575.24 0.0246005
0.5 4000 400 1563.25 0.005223
0.25 4000 400 1554.18 0.00552372
1 4000 450 1600.64 nan
0.707107 4000 450 1576.27 0.0193991
0.5 4000 450 1563.79 0.0171417
0.25 4000 450 1554.31 0.00348489
1 4000 500 1602.6 0.0369464
0.707107 4000 500 1577.26 0.0229288
0.5 4000 500 1564.29 0.0127982
0.25 4000 500 1554.44 0.00305948
1 4000 550 1604.5 0.0545578
0.707107 4000 550 1578.19 0.0266272
0.5 4000 550 1564.78 0.00807636
0.25 4000 550 1554.56 0.00663695
1 4000 600 1606.32 0.0432987
0.707107 4000 600 1579.12 0.0263448
0.5 4000 600 1565.26 0.0148217
0.25 4000 600 1554.67 0.00604357
1 4000 700 1609.89 0.035871
0.707107 4000 700 1580.92 0.028233
0.5 4000 700 1566.09 0.0137917
0.25 4000 700 1554.9 0.00318935
1 4000 800 1613.32 0.0521163
0.707107 4000 800 1582.65 0.0177033
0.5 4000 800 1566.98 0.012385
0.25 4000 800 1555.11 0.0040311
1 4250 150 1685.3 0.0271738
0.707107 4250 150 1667 0.0176041
0.5 4250 150 1657.62 0.0112792
0.25 4250 150 1650.47 0.00381322
1 4250 175 1685.8 0.0232015
0.707107 4250 175 1667.22 0.0148805
0.5 4250 175 1657.74 0.009869
0.25 4250 175 1650.5 0.00415602
1 4250 200 1686.32 0.0329251
0.707107 4250 200 1667.51 0.0146586
0.5 4250 200 1657.87 0.0115492
0.25 4250 200 1650.54 0.00442224
1 4250 250 1687.61 0.0312329
0.707107 4250 250 1668.15 0.0208848
0.5 4250 250 1658.17 0.0112359
0.25 4250 250 1650.61 0.00482467
1 4250 300 1689.19 0.0395764
0.707107 4250 300 1668.9 0.0169733
0.5 4250 300 1658.55 0.0144867
0.25 4250 300 1650.7 0.00518117
1 4250 400 1692.82 0.0464172
0.707107 4250 400 1670.71 0.0195374
0.5 4250 400 1659.46 0.0123678
0.25 4250 400 1650.94 0.00552958
1 4250 600 1700.12 0.0149516
0.707107 4250 600 1674.39 0.0263112
0.5 4250 600 1661.3 0.0151711
0.25 4250 600 1651.39 0.00413023
1 4500 175 1780.45 0.0236037
0.707107 4500 175 1762.95 0.0186438
0.5 4500 175 1754.08 0.00769027
0.25 4500 175 1747.29 0.00337761
1 4500 200 1780.96 0.0302055
0.707107 4500 200 1763.24 0.0169057
0.5 4500 200 1754.21 0.00549189
0.25 4500 200 1747.33 0.00324319
1 4500 225 1781.6 0.0385751
0.707107 4500 225 1763.57 0.0207441
0.5 4500 225 1754.33 0.00693842
0.25 4500 225 1747.38 0.00367247
1 4500 250 1782.18 0.0198729
0.707107 4500 250 1763.85 0.0225174
0.5 4500 250 1754.52 0.0138493
0.25 4500 250 1747.4 0.00320863
1 4500 300 1783.7 0.0413988
0.707107 4500 300 1764.59 0.0179929
0.5 4500 300 1754.9 0.0108125
0.25 4500 300 1747.49 0.00308557
1 4500 400 1787.15 0.0207642
0.707107 4500 400 1766.35 0.00825222
0.5 4500 400 1755.78 0.00695184
0.25 4500 400 1747.73 0.00299102
1 4500 450 1789.03 0.0441501
0.707107 4500 450 1767.29 0.0174326
0.5 4500 450 1756.21 0.016137
0.25 4500 450 1747.84 0.0059987
1 4500 500 1790.84 0.0557195
0.707107 4500 500 1768.21 0.0231411
0.5 4500 500 1756.64 0.0153274
0.25 4500 500 1747.96 0.000961909
1 4500 550 1792.51 0.0352488
0.707107 4500 550 1769.02 0.0257486
0.5 4500 550 1757.11 0.0138139
0.25 4500 550 1748.08 0.00459092
1 4500 600 1794.15 0.0266412
0.707107 4500 600 1769.91 0.0266243
0.5 4500 600 1757.52 0.0173668
0.25 4500 600 0 nan
1 4500 800 1800.39 0.041563
0.707107 4500 800 1772.92 0.0185645
0.5 4500 800 1759.08 0.015655
0.25 4500 800 1748.54 0.00630093
1 4750 200 1875.9 0.0297811
0.707107 4750 200 1859.11 0.01569
0.5 4750 200 1850.61 0.00864743
0.25 4750 200 1844.12 0.00479365
1 4750 250 1877.1 0.064087
0.707107 4750 250 1859.74 0.0136758
0.5 4750 250 1850.91 0.00758838
0.25 4750 250 1844.2 0.00728159
1 4750 300 1878.6 0.0250773
0.707107 4750 300 1860.46 0.0185271
0.5 4750 300 1851.25 0.0128509
0.25 4750 300 1844.29 0.00334703
1 4750 400 1881.95 0.0206437
0.707107 4750 400 1862.14 0.0260528
0.5 4750 400 1852.09 0.00927173
0.25 4750 400 1844.49 0.00553577
1 4750 600 0 nan
0.707107 4750 600 1865.5 0.021848
0.5 4750 600 1853.79 0.0120967
0.25 4750 600 1844.92 0.0062968
1 5000 200 1970.61 0.134657
0.707107 5000 200 1955.1 0.0156431
0.5 5000 200 1946.85 0.0113597
0.25 5000 200 1940.95 0.00486307
1 5000 225 1971.58 0.0325075
0.707107 5000 225 0 nan
0.5 5000 225 1947.2 0.0113334
0.25 5000 225 1940.99 0.00321462
1 5000 250 1972.22 0.0235881
0.707107 5000 250 1955.7 0.0137811
0.5 5000 250 1947.34 0.011243
0.25 5000 250 1941.02 0.00358593
1 5000 300 1973.68 0.0347385
0.707107 5000 300 1956.44 0.0197497
0.5 5000 300 1947.69 0.00968066
0.25 5000 300 0 nan
1 5000 400 1976.92 0.0347977
0.707107 5000 400 1958.06 0.0234354
0.5 5000 400 1948.52 0.00952992
0.25 5000 400 1941.31 0.00314297
1 5000 450 1978.59 0.0484995
0.707107 5000 450 1958.89 0.0183891
0.5 5000 450 1948.91 0.0067293
0.25 5000 450 1941.42 0.00233783
1 5000 500 1980.24 0.0276081
0.707107 5000 500 1959.72 0.0210268
0.5 5000 500 1949.34 0.0103171
0.25 5000 500 1941.52 nan
1 5000 550 1981.91 0.0262584
0.707107 5000 550 1960.5 0.0261659
0.5 5000 550 1949.74 0.0124106
0.25 5000 550 1941.62 0.00150206
1 5000 600 1983.37 0.0377181
0.707107 5000 600 1961.25 0.0222757
0.5 5000 600 1950.15 0.0117551
0.25 5000 600 1941.72 0.00400087
1 5000 700 1986.33 0.0482759
0.707107 5000 700 1962.72 0.0231605
0.5 5000 700 1950.84 0.0161555
0.25 5000 700 1941.89 0.00464904
1 5000 800 1989.04 0.0364073
0.707107 5000 800 1964.14 0.0223732
0.5 5000 800 0 nan
0.25 5000 800 1942.07 0.00531682
1 500 100 392.147 0.127472
0.707107 500 100 310.656 0.0599459
0.5 500 100 259.269 0.0332603
0.25 500 100 212.162 0.0210161
1 500 10 414.202 0.145871
0.707107 500 10 331.65 0.14011
0.5 500 10 276.022 0.0624885
0.25 500 10 218.842 0.0213956
1 500 125 403.62 0.110844
0.707107 500 125 316.758 0.0861704
0.5 500 125 262.491 0.0358606
0.25 500 125 213.036 0.03289
1 500 150 413.73 0.0944429
0.707107 500 150 322.659 0.077759
0.5 500 150 265.738 0.0370822
0.25 500 150 213.931 0.0177994
1 500 15 413.356 0.287782
0.707107 500 15 331.216 0.108491
0.5 500 15 275.599 0.0930262
0.25 500 15 218.554 0.0325728
1 500 175 422.479 0.124347
0.707107 500 175 327.559 0.0422614
0.5 500 175 268.69 0.0523712
0.25 500 175 214.786 0.0177621
1 500 200 430.087 0.114882
0.707107 500 200 332.619 0.0881199
0.5 500 200 271.345 0.0587358
0.25 500 200 215.581 0.0266337
1 500 20 415.711 0.0935506
0.707107 500 20 331.884 0.0701363
0.5 500 20 275.693 0.0633615
0.25 500 20 218.637 0.0298024
1 500 225 432.627 0.354787
0.707107 500 225 336.415 0.197585
0.5 500 225 273.771 0.0615207
0.25 500 225 216.296 0.0335474
1 500 250 433.275 0.16841
0.707107 500 250 336.461 0.360983
0.5 500 250 274.496 0.046286
0.25 500 250 216.529 0.0251386
1 500 300 444.974 0.147182
0.707107 500 300 342.748 0.0870102
0.5 500 300 277.988 0.0663035
0.25 500 300 217.758 nan
1 500 30 406.643 0.110288
0.707107 500 30 325.907 0.0964993
0.5 500 30 271.543 0.0606479
0.25 500 30 217.129 0.0264382
1 500 350 456.461 0.183015
0.707107 500 350 350.607 0.0810742
0.5 500 350 283.07 0.0755893
0.25 500 350 219.426 0.0197746
1 500 400 467.729 0.192659
0.707107 500 400 358.385 0.0984389
0.5 500 400 288.002 0.0902043
0.25 500 400 221.083 0.0272555
1 500 450 478.433 0.190067
0.707107 500 450 365.858 0.127763
0.5 500 450 292.773 0.0731689
0.25 500 450 222.694 0.0244792
1 500 500 488.736 0.207844
0.707107 500 500 373.037 0.125738
0.5 500 500 297.392 0.088126
0.25 500 500 224.219 nan
1 500 50 388.092 0.114226
0.707107 500 50 313.877 0.0914274
0.5 500 50 263.74 0.0808209
0.25 500 50 214.362 0.0295356
1 500 550 498.42 0.191781
0.707107 500 550 379.928 0.154804
0.5 500 550 301.867 0.106707
0.25 500 550 225.747 0.017255
1 500 600 507.652 0.231109
0.707107 500 600 386.38 0.15341
0.5 500 600 306.089 0.109706
0.25 500 600 227.228 0.0356371
1 500 60 383.646 0.0878334
0.707107 500 60 309.225 0.0711547
0.5 500 60 260.109 0.0557068
0.25 500 60 212.935 0.0271984
1 500 700 524.422 0.15666
0.707107 500 700 398.072 0.16144
0.5 500 700 313.745 0.100569
0.25 500 700 229.925 0.0294225
1 500 75 383.254 0.0577102
0.707107 500 75 307.08 0.0692889
0.5 500 75 257.969 0.0323494
0.25 500 75 212.025 0.0157378
1 500 800 538.761 0.154461
0.707107 500 800 408.074 0.127967
0.5 500 800 320.482 0.0349405
0.25 500 800 232.277 0.0376951
1 5250 200 2065.12 0.0297385
0.707107 5250 200 2050.66 0.0398072
0.5 5250 200 2043.32 0.00749659
0.25 5250 200 2037.72 0.0032187
1 5250 225 2066.66 0.0266444
0.707107 5250 225 2051.39 0.0163672
0.5 5250 225 2043.66 0.00781044
0.25 5250 225 2037.81 0.0026685
1 5250 250 2067.25 nan
0.707107 5250 250 2051.72 0.0124962
0.5 5250 250 2043.81 0.00821791
0.25 5250 250 2037.85 0.00407947
1 5250 300 2068.62 0.0175379
0.707107 5250 300 2052.37 0.0192591
0.5 5250 300 2044.14 0.00693299
0.25 5250 300 2037.94 0.00382469
1 5250 400 2071.65 0.0247844
0.707107 5250 400 2053.95 0.0182304
0.5 5250 400 2044.96 0.00921891
0.25 5250 400 2038.13 0.00856048
1 5250 600 2077.82 0.0115962
0.707107 5250 600 2057.04 0.022391
0.5 5250 600 2046.5 0.00970764
0.25 5250 600 2038.51 0.00359269
1 5500 250 2162.64 0.0229418
0.707107 5500 250 2147.84 0.00872321
0.5 5500 250 2140.36 0.00929073
0.25 5500 250 2134.69 0.00524578
1 5500 300 2163.99 0.0226098
0.707107 5500 300 2148.55 0.0152913
0.5 5500 300 2140.69 0.0178939
0.25 5500 300 2134.78 0.00218781
1 5500 400 2167.04 0.0268814
0.707107 5500 400 2150.02 0.0111587
0.5 5500 400 2141.43 0.00814445
0.25 5500 400 0 nan
1 5500 450 2168.58 0.0271685
0.707107 5500 450 2150.81 0.0141053
0.5 5500 450 2141.83 0.00790866
0.25 5500 450 2135.07 0.00396827
1 5500 550 2171.63 nan
0.707107 5500 550 2152.34 0.0137383
0.5 5500 550 2142.59 0.00684094
0.25 5500 550 2135.25 0.00323727
1 5500 600 2172.94 0.0271511
0.707107 5500 600 2153.03 0.0193002
0.5 5500 600 2142.95 0.0117509
0.25 5500 600 2135.34 0.00524029
1 5500 700 2175.59 0.0246013
0.707107 5500 700 2154.35 0.0131024
0.5 5500 700 2143.63 0.0125574
0.25 5500 700 2135.51 0.00497343
1 5500 800 2178.2 0.0431816
0.707107 5500 800 2155.68 0.0283995
0.5 5500 800 2144.25 0.0102005
0.25 5500 800 2135.67 0.00580342
1 600 10 439.47 0.168874
0.707107 600 10 359.22 0.131217
0.5 600 10 306.236 0.0927879
0.25 600 10 254.105 0.0259958
1 600 20 438.886 0.229288
0.707107 600 20 359.244 0.0951941
0.5 600 20 306.01 0.0500284
0.25 600 20 254.409 0.0487952
1 625 100 416.867 0.090961
0.707107 625 100 342.257 0.0737979
0.5 625 100 297 0.0386716
0.25 625 100 257.205 0.0125058
1 625 50 415.302 0.152024
0.707107 625 50 346.041 0.0880602
0.5 625 50 301.217 0.0871747
0.25 625 50 259.041 0.0425573
1 700 10 465.16 0.208573
0.707107 700 10 388.211 0.156591
0.5 700 10 337.886 0.0737512
0.25 700 10 290.278 0.0297686
1 750 100 445.809 0.104927
0.707107 750 100 377.871 0.0663867
0.5 750 100 337.576 0.0317755
0.25 750 100 303.331 0.0140922
1 750 10 478.82 0.186723
0.707107 750 10 402.921 0.11616
0.5 750 10 354.04 0.0824764
0.25 750 10 308.521 0.0173274
1 750 125 454.457 0.127727
0.707107 750 125 382.171 0.0580858
0.5 750 125 339.793 0.0234837
0.25 750 125 303.882 0.00898416
1 750 150 462.599 0.11051
0.707107 750 150 386.618 0.0398629
0.5 750 150 342.156 0.0284984
0.25 750 150 304.511 0.0129941
1 750 15 477.279 0.160653
0.707107 750 15 402.142 0.192377
0.5 750 15 353.777 0.0827296
0.25 750 15 308.498 0.0342191
1 750 200 476.768 0.135663
0.707107 750 200 394.418 0.0363882
0.5 750 200 346.435 0.0376666
0.25 750 200 305.615 nan
1 750 20 479.786 0.258995
0.707107 750 20 404.303 0.101411
0.5 750 20 354.959 0.0663653
0.25 750 20 308.838 0.0285829
1 750 250 480.863 0.171967
0.707107 750 250 397.166 0.101759
0.5 750 250 348.061 0.0664805
0.25 750 250 306.205 0.0468896
1 750 300 490.956 0.0965213
0.707107 750 300 403.136 0.0753984
0.5 750 300 351.367 0.037721
0.25 750 300 307.046 0.0104587
1 750 30 469.468 0.278168
0.707107 750 30 396.37 0.11963
0.5 750 30 350.272 0.0496161
0.25 750 30 307.524 0.0355722
1 750 400 511.517 0.169177
0.707107 750 400 415.948 0.0842924
0.5 750 400 358.845 0.0605792
0.25 750 400 309.185 0.0145262
1 750 50 446.957 0.130096
0.707107 750 50 382.584 0.0797054
0.5 750 50 341.795 0.0708893
1 750 600 549.636 0.177304
0.707107 750 600 440.607 0.0527763
0.5 750 600 373.565 0.0706684
0.25 750 600 313.544 nan
1 750 75 440.263 0.0710095
0.707107 750 75 375.745 0.0474797
0.5 750 75 336.992 0.031464
0.25 750 75 303.278 0.0126009
1 800 10 492.551 0.214456
0.707107 800 10 418.26 0.0780102
0.5 800 10 370.517 0.0763993
0.25 800 10 326.95 0.0127869
1 875 100 478.411 0.0838413
0.707107 875 100 416.036 0.050294
0.5 875 100 380.13 0.0341788
0.25 875 100 350.089 0.00477486
1 875 250 510.295 0.149603
0.707107 875 250 433.241 0.100712
0.5 875 250 389.288 0.069722
0.25 875 250 352.478 0.0186404
1 875 400 539.234 0.175774
0.707107 875 400 450.254 0.0802869
0.5 875 400 398.63 0.058555
0.25 875 400 355.035 0.00869855
1 875 50 482.019 0.143597
0.707107 875 50 421.793 0.132709
0.5 875 50 384.507 0.0747175
0.25 875 50 351.68 0.0376664
1 875 600 575.389 0.278404
0.707107 875 600 473.016 0.099307
0.5 875 600 411.85 0.0635216
0.25 875 600 358.809 0.0221236
1 900 10 520.303 0.192959
0.707107 900 10 448.866 0.0833557
0.5 900 10 404.083 0.0559198
0.25 900 10 363.992 0.0198279
1 900 20 520.753 0.45464
0.707107 900 20 449.76 0.183738
0.5 900 20 403.378 0.12358
0.25 900 20 363.854 0.0301562
1 900 30 511.397 0.217344
0.707107 900 30 445.297 0.524255
0.5 900 30 403.253 0.104508
0.25 900 30 363.778 0.02826
